kind,task,machine_selectable,process_time
7,5,"(15, 13, 9, 6, 1, 11, 0)","(8, 11, 6, 19, 3, 15, 11)"
7,6,"(0, 8, 2, 16, 18, 12, 9, 5, 15, 13, 11, 6, 1, 3, 19, 7)","(9, 12, 3, 15, 19, 6, 5, 10, 1, 15, 17, 14, 13, 7, 6, 3)"
7,7,"(2, 7, 11, 14, 3, 0, 17, 13, 19, 16, 6, 9, 18)","(18, 15, 14, 17, 20, 14, 17, 4, 12, 17, 10, 14, 10)"
7,8,"(9, 13, 2, 17, 8, 4, 16, 1, 0, 19, 10, 12, 7, 6, 14, 11)","(13, 4, 8, 5, 1, 11, 15, 8, 1, 16, 13, 5, 14, 7, 2, 4)"
8,0,"(1, 11, 13, 2, 4)","(14, 15, 5, 17, 9)"
8,1,"(8, 7, 9, 19, 11, 10, 1, 12, 0)","(10, 2, 1, 15, 20, 8, 18, 12, 10)"
8,2,"(5, 12, 3, 7, 9, 13, 0, 19, 6, 15, 2, 10, 14, 18, 4, 1)","(18, 12, 11, 10, 5, 4, 5, 20, 17, 3, 20, 1, 19, 11, 11, 1)"
8,3,"(6, 5, 12, 8, 11, 16, 15, 18, 10)","(10, 3, 5, 7, 3, 19, 14, 18, 13)"
8,4,"(15, 11)","(8, 3)"
8,5,"(17, 3, 2, 11)","(9, 8, 1, 13)"
8,6,"(0, 3, 16, 1, 18, 4, 15, 2, 10)","(9, 6, 14, 1, 6, 9, 5, 17, 16)"
8,7,"(14, 0, 4, 5, 6)","(14, 19, 6, 16, 6)"
9,0,"(14, 16, 7, 5, 15, 4, 10, 2, 13, 19, 0, 1, 18)","(19, 16, 12, 18, 15, 2, 20, 1, 13, 5, 12, 14, 10)"
9,1,"(0, 12, 5, 6)","(15, 3, 20, 1)"
9,2,"(6, 9, 1, 8, 4, 15, 11, 16, 13, 14, 7, 0, 18, 12, 19, 5, 2, 10, 3, 17)","(20, 3, 11, 18, 18, 13, 9, 19, 6, 16, 2, 18, 14, 11, 8, 12, 17, 19, 3, 9)"
9,3,"(11, 6, 8, 3, 10, 5, 16, 7, 18, 9, 1)","(7, 18, 11, 14, 20, 15, 4, 1, 18, 5, 12)"
9,4,"(3, 17, 6, 1, 11, 14, 7, 0, 15, 16, 2, 8, 5, 12, 4, 13, 18)","(19, 12, 12, 6, 3, 14, 20, 13, 8, 9, 9, 18, 12, 10, 10, 5, 17)"
9,5,"(2, 16, 13, 0, 10, 12, 15, 6, 17)","(2, 16, 16, 2, 6, 11, 3, 12, 8)"
10,0,"(5, 15, 4, 11, 0, 10, 6, 16, 7, 3, 2, 17, 19, 1, 14, 18, 12, 13, 8)","(15, 20, 7, 16, 1, 19, 7, 10, 6, 5, 11, 17, 5, 7, 6, 3, 12, 18, 5)"
10,1,"(3, 6, 16, 10, 0, 15, 9, 12, 14, 4, 19, 5, 8, 18)","(8, 1, 9, 11, 20, 5, 4, 16, 12, 11, 10, 6, 1, 12)"
10,2,"(16,)","(7,)"
10,3,"(16, 13)","(10, 2)"
10,4,"(2, 18, 19, 11, 1, 6, 3, 12, 13, 4, 0)","(17, 20, 5, 18, 11, 5, 2, 7, 10, 8, 10)"
10,5,"(19, 9)","(16, 6)"
10,6,"(6,)","(19,)"
10,7,"(16, 18, 1, 10)","(1, 9, 15, 8)"
10,8,"(8, 12)","(1, 15)"
10,9,"(6, 2, 14, 0, 1, 7)","(17, 17, 7, 17, 2, 11)"
11,0,"(19, 16, 14, 12, 6, 3, 5, 4, 8, 7, 0, 9, 1, 2)","(17, 17, 16, 12, 11, 2, 7, 15, 5, 4, 12, 9, 20, 15)"
11,1,"(0, 10, 4, 14, 16, 18, 6, 3, 1, 15)","(2, 16, 4, 10, 8, 2, 2, 9, 19, 13)"
11,2,"(18, 14, 16, 13)","(17, 12, 10, 6)"
11,3,"(10, 11, 18, 2)","(5, 15, 18, 18)"
11,4,"(0, 3, 16, 15, 11, 13, 4, 9, 7, 1, 19, 14, 6, 5, 8)","(17, 12, 8, 10, 17, 16, 3, 15, 18, 19, 14, 8, 6, 17, 4)"
11,5,"(11, 1, 4, 19, 6, 7, 18, 15, 8, 3, 12, 0, 16, 13, 2, 9, 10, 5, 17, 14)","(17, 16, 1, 4, 9, 20, 9, 6, 1, 17, 2, 10, 4, 2, 18, 3, 5, 8, 4, 4)"
11,6,"(19, 9, 5, 8, 18, 6)","(5, 5, 18, 3, 9, 6)"
11,7,"(5, 4, 6, 15, 2, 18, 1)","(14, 14, 5, 18, 8, 3, 12)"
