kind,task,machine_selectable,process_time
6,4,"(11,)","(18,)"
7,0,"(9, 7, 11, 10, 14, 2, 4, 8, 13, 1, 0, 5, 3)","(11, 2, 9, 16, 5, 19, 14, 18, 1, 13, 16, 9, 1)"
7,1,"(9, 3, 6, 7, 13)","(14, 8, 18, 7, 8)"
7,2,"(11, 7, 0, 13, 3)","(1, 3, 7, 15, 20)"
7,3,"(12, 6, 11, 2)","(6, 2, 3, 10)"
7,4,"(13, 9, 1, 3, 2, 10, 5, 8)","(12, 9, 16, 11, 6, 9, 3, 2)"
7,5,"(3, 14, 6, 13, 8, 12, 9, 10, 1, 5, 0, 2, 7)","(3, 12, 5, 8, 4, 6, 8, 11, 13, 12, 20, 11, 10)"
7,6,"(3, 8, 14, 11, 13, 0, 9, 6, 10)","(19, 3, 5, 18, 14, 6, 7, 1, 18)"
7,7,"(13, 11, 9, 10, 14, 7, 2, 4, 12, 5, 3, 8, 6, 0)","(5, 12, 6, 14, 11, 17, 6, 16, 16, 1, 1, 4, 1, 7)"
7,8,"(14, 4, 5, 9)","(2, 6, 3, 7)"
7,9,"(8, 1, 0, 7, 6, 3, 5, 2, 4)","(17, 16, 19, 16, 3, 9, 13, 3, 20)"
8,0,"(13, 8, 4, 12, 11, 7, 9, 5, 2, 1, 14, 6, 0)","(12, 2, 14, 20, 12, 18, 18, 5, 16, 9, 10, 11, 4)"
8,1,"(0, 6, 7, 14, 3, 11)","(19, 15, 17, 2, 17, 15)"
8,2,"(9,)","(12,)"
8,3,"(10, 8, 7, 5, 2, 1, 3, 4, 13, 9, 6, 11, 0)","(13, 18, 19, 20, 2, 2, 7, 14, 12, 15, 18, 12, 1)"
8,4,"(1, 7, 5, 14, 12, 8, 9, 13, 2, 4, 10, 3, 6, 11)","(17, 17, 17, 12, 17, 4, 8, 12, 10, 4, 5, 14, 1, 1)"
8,5,"(5, 2, 10, 4, 14, 0, 12, 13, 8, 7, 9, 1)","(12, 14, 10, 4, 10, 6, 3, 16, 16, 17, 14, 2)"
8,6,"(12, 13)","(19, 1)"
8,7,"(13, 14, 0, 6, 12, 9, 2, 3, 5, 10, 11, 7, 4, 1)","(12, 9, 7, 17, 19, 14, 18, 6, 11, 9, 13, 4, 9, 15)"
8,8,"(1, 14, 2, 11, 4, 5, 9)","(8, 4, 14, 1, 1, 18, 2)"
9,0,"(6, 0, 13, 2, 9, 4, 7, 12, 1, 10, 11, 5)","(8, 10, 4, 2, 5, 6, 13, 3, 5, 10, 19, 3)"
9,1,"(4,)","(1,)"
9,2,"(10, 11, 6, 7, 4, 13, 8, 2, 0)","(1, 17, 4, 12, 14, 12, 7, 10, 18)"
9,3,"(11, 3, 5, 0, 12, 6, 2, 10, 4, 8)","(20, 13, 3, 20, 12, 10, 16, 5, 7, 9)"
9,4,"(0, 6)","(10, 7)"
9,5,"(12, 4, 3, 8, 9, 6, 5, 1, 14, 0, 7, 13)","(19, 20, 14, 11, 2, 17, 3, 1, 1, 10, 12, 7)"
10,0,"(9, 8, 1, 7, 12, 3, 14)","(3, 17, 1, 7, 17, 10, 8)"
10,1,"(3, 10, 6, 8, 11, 5, 13, 0, 9, 1, 4)","(10, 17, 20, 14, 8, 10, 20, 7, 12, 11, 11)"
10,2,"(12, 1, 0, 4, 8, 9, 7, 10, 5)","(1, 12, 3, 11, 8, 10, 13, 19, 4)"
10,3,"(5, 13, 12, 3, 14)","(8, 17, 8, 8, 13)"
10,4,"(12, 4, 1, 9, 13, 7, 2, 5, 8, 11, 14, 10, 3)","(14, 15, 11, 10, 8, 6, 8, 5, 11, 5, 4, 4, 20)"
10,5,"(6, 4, 5, 7, 9, 8, 14, 0, 12, 3, 1, 11)","(3, 19, 10, 19, 1, 19, 13, 8, 20, 20, 8, 12)"
10,6,"(10, 11, 6, 9, 4, 13)","(6, 8, 20, 12, 3, 11)"
10,7,"(14, 8, 3, 9, 5, 0, 6, 7, 13, 2, 12, 4, 11, 10)","(12, 19, 15, 3, 11, 15, 14, 4, 16, 9, 12, 11, 15, 9)"
10,8,"(3, 12, 11, 6, 10, 13, 8, 0)","(5, 10, 19, 19, 4, 3, 6, 7)"
11,0,"(3, 6, 10, 11, 0, 8, 7, 5)","(18, 12, 3, 10, 20, 5, 8, 4)"
11,1,"(6, 13, 3, 11, 8)","(3, 7, 5, 17, 17)"
11,2,"(3, 1, 11)","(7, 17, 8)"
11,3,"(6, 2, 7, 11, 12, 9, 13)","(14, 4, 20, 9, 12, 5, 6)"
11,4,"(7, 2, 5, 11, 8, 10, 12, 1, 3, 13, 14, 9)","(1, 20, 11, 16, 19, 16, 9, 4, 1, 4, 10, 18)"
11,5,"(5, 2, 10)","(7, 8, 9)"
11,6,"(14, 12, 0, 2, 3, 8, 5, 10, 13, 6, 11, 1)","(9, 19, 17, 1, 6, 4, 15, 17, 14, 18, 13, 9)"
11,7,"(7, 12, 2, 1)","(9, 16, 20, 2)"
12,0,"(1, 0, 8, 4, 6, 5)","(5, 17, 2, 20, 9, 14)"
12,1,"(4, 8, 0, 6, 10, 5, 2, 12, 14, 3)","(9, 8, 16, 18, 15, 14, 17, 18, 5, 14)"
12,2,"(3, 13, 5, 8, 0, 11)","(5, 15, 15, 15, 19, 14)"
12,3,"(10, 14, 12)","(12, 16, 12)"
12,4,"(13, 12, 10)","(8, 8, 8)"
12,5,"(14, 7, 5, 4, 8, 11, 6, 2, 0, 1, 12, 13)","(7, 19, 4, 12, 5, 16, 19, 18, 17, 4, 19, 20)"
12,6,"(13, 12, 2, 3, 0, 10, 11, 8, 7, 9, 4, 14, 5, 1)","(10, 16, 5, 20, 13, 15, 18, 3, 11, 7, 19, 15, 14, 10)"
12,7,"(11, 7)","(1, 8)"
13,0,"(1, 8, 6, 4, 5, 14, 7, 2, 13, 3)","(2, 9, 16, 8, 12, 12, 18, 4, 15, 10)"
13,1,"(7, 12, 9)","(7, 15, 20)"
13,2,"(9, 3, 6, 10, 13, 7, 2, 1)","(2, 1, 1, 5, 7, 4, 15, 7)"
13,3,"(14, 2, 13, 0, 5, 3, 12)","(1, 8, 8, 3, 2, 5, 2)"
13,4,"(14, 3, 7, 5, 13, 2, 6)","(15, 7, 16, 1, 3, 10, 20)"
13,5,"(8, 0, 10, 5, 1, 3, 13, 6, 12, 11, 7, 4, 2, 14, 9)","(12, 20, 4, 1, 4, 1, 10, 17, 13, 16, 17, 11, 3, 6, 15)"
13,6,"(9, 2)","(15, 9)"
13,7,"(7, 13, 10)","(7, 11, 16)"
13,8,"(12, 2, 9, 5, 10, 8)","(20, 16, 8, 3, 17, 11)"
14,0,"(14, 4, 0, 6, 11, 5, 3, 2, 1, 8, 10, 12)","(4, 4, 12, 6, 15, 17, 5, 13, 2, 16, 2, 11)"
14,1,"(9, 13, 11, 0, 8)","(20, 20, 12, 9, 13)"
14,2,"(12, 2, 4, 14, 1, 3, 13, 7, 5, 8, 0)","(16, 8, 17, 10, 20, 11, 10, 5, 16, 13, 11)"
14,3,"(0, 7, 1, 9, 8, 13)","(6, 15, 11, 15, 4, 15)"
14,4,"(14, 1, 5, 0, 2, 3, 10, 7, 9, 11, 13, 12, 6, 8, 4)","(12, 8, 6, 1, 12, 11, 18, 10, 12, 12, 5, 16, 1, 6, 3)"
14,5,"(10, 2, 1, 13, 12, 6, 9, 8, 0)","(17, 11, 6, 11, 15, 20, 5, 13, 17)"
14,6,"(13, 9, 7, 0, 14, 6)","(18, 7, 12, 10, 4, 7)"
