kind,task,machine_selectable,process_time
3,3,"(14, 1, 17, 0, 11, 13)","(17, 1, 13, 17, 20, 13)"
3,4,"(16, 0, 7, 8, 10, 12, 19, 9, 18, 17, 11, 3, 13, 1, 2, 4)","(17, 15, 13, 16, 3, 7, 7, 7, 7, 16, 15, 11, 8, 20, 19, 11)"
3,5,"(19,)","(19,)"
3,6,"(14, 5, 6, 10, 3, 15, 7, 13, 2)","(7, 20, 6, 17, 7, 13, 6, 20, 2)"
3,7,"(18, 13, 11, 5, 3, 1, 4, 6, 9, 0, 16, 10, 7, 15, 12, 14, 2)","(4, 17, 9, 1, 1, 5, 7, 18, 15, 5, 4, 9, 7, 1, 20, 11, 18)"
3,8,"(18, 6, 14, 7, 13, 2, 11, 3, 5, 16, 9, 1)","(4, 13, 8, 5, 14, 14, 5, 11, 13, 5, 14, 14)"
4,0,"(19, 1, 17, 15, 9, 5, 3, 4, 8, 7, 12, 16, 2, 11)","(20, 17, 1, 18, 20, 12, 14, 18, 1, 9, 7, 15, 1, 3)"
4,1,"(1, 5, 7, 17, 18, 9)","(20, 4, 4, 18, 10, 14)"
4,2,"(0, 14, 15, 18, 4, 1, 7, 16, 9, 2, 17, 19)","(17, 16, 18, 16, 1, 5, 4, 14, 12, 6, 4, 3)"
4,3,"(14, 10, 16, 7, 5, 3, 17, 12)","(8, 20, 13, 10, 19, 12, 17, 5)"
4,4,"(6, 0, 4, 3, 16, 7)","(15, 2, 2, 12, 19, 16)"
5,0,"(14, 6, 1, 2, 9, 17, 12, 8, 4, 19, 10, 3, 7, 11, 16, 15)","(5, 13, 1, 5, 13, 2, 17, 10, 18, 4, 1, 8, 12, 2, 4, 18)"
5,1,"(11, 10, 12, 5, 8, 9, 18, 6, 7, 19, 4, 2, 1, 0, 16, 13)","(8, 4, 2, 5, 6, 5, 5, 1, 19, 10, 11, 3, 8, 12, 18, 10)"
5,2,"(18, 8, 2, 11, 12, 3, 0, 6, 9, 10)","(1, 10, 3, 3, 1, 4, 12, 1, 17, 17)"
5,3,"(16, 5, 9, 15, 8, 2, 4, 10, 6, 13, 0, 3, 12, 11)","(16, 12, 15, 17, 2, 16, 9, 16, 7, 2, 12, 18, 20, 2)"
5,4,"(11, 0, 9, 5, 1, 8, 12, 10, 2, 15, 17, 13, 7)","(5, 14, 20, 4, 17, 15, 20, 5, 5, 17, 14, 12, 8)"
5,5,"(19, 11, 17, 7, 18, 1, 15, 4, 12, 0, 5, 3, 10)","(13, 4, 18, 3, 14, 17, 20, 5, 5, 5, 7, 18, 8)"
5,6,"(14, 2, 12, 6, 5, 13, 4, 1, 19, 17, 11, 15, 10, 0, 16, 3, 9)","(13, 10, 1, 4, 14, 9, 17, 14, 18, 6, 8, 18, 2, 19, 16, 10, 15)"
5,7,"(18, 12, 6, 2, 13, 16)","(9, 5, 19, 9, 4, 13)"
6,0,"(17, 13, 19, 6)","(15, 2, 10, 14)"
6,1,"(2,)","(13,)"
6,2,"(3, 0, 11, 13, 5, 2, 7, 16, 14, 15, 4, 1, 18, 19, 6, 17, 12, 9)","(16, 12, 4, 5, 10, 20, 10, 1, 17, 16, 2, 15, 7, 9, 3, 10, 9, 12)"
6,3,"(12, 13, 19, 5, 1, 2, 18, 4, 14, 15, 9, 16, 3, 6)","(14, 13, 8, 9, 10, 3, 5, 12, 1, 19, 5, 7, 18, 10)"
6,4,"(15, 11, 3, 7)","(8, 4, 11, 5)"
6,5,"(13, 5, 15, 18, 14, 2, 16, 19)","(17, 1, 2, 19, 10, 19, 2, 14)"
6,6,"(12, 15, 2, 7, 10, 6, 5, 1, 0, 16, 19, 11, 18, 9, 3, 4, 8, 14, 17)","(12, 13, 18, 8, 14, 10, 15, 9, 14, 3, 4, 6, 14, 18, 2, 14, 16, 16, 12)"
6,7,"(8, 4, 1, 2, 11, 16, 13, 19, 9, 6, 10, 18, 5, 15, 7, 0)","(11, 4, 16, 5, 20, 6, 19, 9, 4, 3, 11, 18, 19, 12, 16, 3)"
7,0,"(19, 16, 17, 14, 9, 7, 1, 18, 3, 0, 2, 10, 12)","(5, 10, 1, 3, 9, 13, 1, 13, 12, 5, 3, 20, 10)"
7,1,"(6, 16, 5, 15, 19, 11, 7, 4, 3)","(16, 3, 19, 17, 19, 14, 1, 2, 1)"
7,2,"(6, 11, 7, 9, 14, 5, 8, 15, 18, 0, 10, 17, 13, 2, 19, 3, 4, 1, 12)","(7, 19, 6, 8, 8, 13, 19, 14, 4, 13, 18, 16, 20, 6, 3, 11, 13, 8, 15)"
7,3,"(19, 10, 5, 14, 8, 11, 12, 16, 2, 18, 1)","(18, 12, 5, 5, 17, 14, 8, 18, 10, 7, 20)"
7,4,"(17, 6, 4, 8, 16, 15, 18, 9, 12, 1, 3, 14, 7)","(7, 5, 1, 2, 18, 1, 18, 8, 15, 4, 4, 9, 12)"
7,5,"(19, 6, 15, 1, 18)","(20, 19, 14, 1, 19)"
7,6,"(19, 16)","(17, 18)"
7,7,"(2,)","(8,)"
7,8,"(18, 19, 17, 12, 6, 7, 9)","(11, 3, 20, 10, 20, 1, 20)"
7,9,"(0, 7, 14, 16, 2, 10, 15, 19, 4, 3)","(3, 4, 18, 9, 19, 1, 19, 18, 3, 5)"
8,0,"(6, 18, 12, 19, 5, 4, 8, 11, 1, 3, 2, 10, 7, 13, 0, 17)","(5, 3, 6, 12, 19, 4, 8, 16, 9, 20, 8, 18, 11, 5, 17, 9)"
8,1,"(13, 5, 3)","(19, 11, 2)"
8,2,"(19, 11, 0, 9, 17)","(4, 19, 8, 19, 18)"
8,3,"(17, 8, 1, 10, 14, 18, 0, 5, 15, 11, 9, 2, 7, 6, 3, 12, 13, 4)","(14, 7, 14, 2, 1, 15, 20, 17, 1, 7, 9, 17, 1, 20, 20, 1, 14, 19)"
8,4,"(7, 1, 4, 3, 10, 19, 16, 9, 13, 8, 18)","(16, 16, 16, 16, 6, 4, 5, 20, 18, 12, 7)"
8,5,"(5, 14, 11, 1, 9, 6, 0, 4, 17, 19, 3, 2, 18, 15, 8, 12)","(14, 6, 3, 12, 5, 5, 14, 4, 7, 9, 1, 18, 5, 18, 4, 1)"
8,6,"(18, 15, 0, 11)","(16, 7, 13, 6)"
8,7,"(17, 9, 3, 6, 10, 1, 12, 15)","(6, 5, 16, 10, 5, 19, 5, 11)"
8,8,"(14, 2, 12, 15)","(10, 10, 20, 14)"
8,9,"(2,)","(15,)"
9,0,"(2, 8, 6, 7, 5, 3, 18, 0)","(15, 1, 4, 15, 2, 8, 14, 3)"
9,1,"(9, 11, 16, 0, 1, 14, 13, 5, 8, 3, 17, 19, 18, 12, 15, 7)","(20, 2, 5, 16, 12, 7, 4, 14, 3, 15, 6, 13, 12, 7, 11, 12)"
9,2,"(19, 13)","(8, 12)"
9,3,"(0, 10, 1, 13, 9, 7, 11, 15)","(1, 1, 17, 10, 10, 8, 1, 18)"
9,4,"(1, 10, 8, 19, 3, 17, 9, 12, 18, 5, 15, 0, 11, 7, 2, 16)","(14, 17, 18, 10, 19, 5, 16, 1, 3, 7, 14, 8, 7, 17, 2, 18)"
10,0,"(1, 6, 18, 17, 16, 0, 2, 11, 3, 12)","(1, 18, 2, 2, 19, 3, 12, 19, 1, 8)"
10,1,"(0, 6, 13, 11, 16, 2, 15, 7, 9, 17, 12, 3)","(2, 12, 18, 16, 20, 3, 19, 5, 6, 1, 5, 5)"
10,2,"(4, 13, 2, 15, 12, 18, 5, 16, 3, 14, 7, 8, 10, 11, 1, 17, 9)","(1, 6, 8, 14, 14, 3, 13, 7, 3, 5, 11, 7, 15, 6, 13, 12, 7)"
10,3,"(13, 6, 14, 12, 5, 8, 10, 7, 11, 1, 19, 16, 0, 17, 9, 18, 2)","(11, 15, 4, 8, 8, 4, 7, 6, 16, 5, 10, 3, 11, 8, 9, 17, 18)"
10,4,"(19, 13, 18, 8, 0, 7, 15, 16, 5, 14, 1, 11, 9, 3, 2)","(17, 19, 11, 7, 19, 19, 3, 19, 18, 7, 4, 2, 18, 6, 18)"
10,5,"(19, 11, 15, 6, 7, 13, 10, 0)","(11, 12, 18, 11, 15, 12, 13, 18)"
10,6,"(7, 18, 13)","(19, 15, 3)"
10,7,"(5, 1, 10, 14, 7, 6, 9, 2, 18, 4, 3, 19, 16, 11, 15, 17)","(6, 10, 2, 2, 2, 12, 16, 7, 16, 4, 8, 3, 16, 9, 13, 16)"
10,8,"(13, 12, 3, 17, 19, 4, 9)","(17, 5, 10, 9, 12, 5, 5)"
10,9,"(12, 8, 13, 16)","(20, 5, 3, 11)"
11,0,"(1, 18, 11)","(18, 18, 12)"
11,1,"(16, 2, 0, 12, 15, 13, 4, 5, 6, 14, 11, 10, 3, 8, 7, 9)","(8, 7, 16, 10, 4, 18, 3, 16, 14, 2, 2, 17, 3, 13, 2, 3)"
11,2,"(12,)","(17,)"
11,3,"(7, 12, 9, 11)","(8, 13, 3, 10)"
11,4,"(16, 17, 14, 11, 0, 4, 10)","(9, 9, 20, 9, 13, 4, 10)"
11,5,"(2, 5, 11, 17, 12, 3, 19, 4, 8, 16, 14, 7, 9)","(14, 15, 5, 14, 8, 7, 20, 3, 12, 2, 13, 20, 10)"
11,6,"(3, 17, 12, 6, 8, 18, 2, 4, 19, 5, 14, 15, 13, 10)","(13, 13, 13, 16, 16, 8, 2, 13, 4, 16, 8, 2, 4, 14)"
11,7,"(5, 14, 6, 10, 19, 12, 11, 15, 16, 1, 8, 2, 7, 17, 3)","(17, 13, 2, 5, 12, 15, 6, 12, 12, 3, 5, 17, 8, 20, 16)"
12,0,"(12,)","(13,)"
12,1,"(0, 15, 1, 11, 14, 12, 16, 10, 4, 9, 5, 19, 8, 13)","(14, 5, 11, 15, 19, 11, 3, 16, 6, 3, 16, 15, 19, 5)"
12,2,"(18, 9, 16)","(10, 11, 8)"
12,3,"(16, 11, 8, 19, 1, 6, 0, 4, 15, 18, 10, 5, 12)","(13, 17, 5, 9, 7, 5, 10, 13, 12, 13, 5, 19, 19)"
12,4,"(13, 7, 15, 17, 11, 18, 12, 5, 1, 16, 6, 9, 3, 19)","(7, 1, 5, 1, 2, 6, 13, 9, 19, 16, 11, 4, 13, 2)"
12,5,"(1, 0, 12, 17, 14, 15, 18, 10, 13, 7, 2, 16, 9, 3, 11, 4, 6, 19, 8)","(8, 3, 13, 10, 11, 15, 11, 6, 20, 14, 5, 13, 19, 6, 8, 3, 11, 6, 2)"
12,6,"(15, 0, 11, 16, 18, 8, 13, 3, 14, 6, 7, 17, 9, 4, 1, 10, 2, 12, 5)","(2, 3, 14, 4, 9, 10, 13, 2, 2, 1, 16, 17, 10, 3, 8, 18, 14, 6, 3)"
12,7,"(17, 8, 6, 0, 11, 14, 4, 15, 9, 1, 13, 18, 12, 2, 7, 5, 19, 3)","(18, 17, 18, 1, 7, 5, 5, 6, 13, 14, 17, 14, 11, 2, 6, 3, 12, 18)"
12,8,"(3, 11, 2, 7, 5, 4, 19, 14)","(14, 12, 6, 18, 9, 9, 7, 16)"
13,0,"(14,)","(20,)"
13,1,"(2, 19, 10, 0, 18, 14, 17, 5, 16, 9)","(15, 17, 13, 11, 19, 17, 12, 6, 14, 8)"
13,2,"(2, 5, 18, 11, 9, 4, 16, 13, 12)","(19, 9, 6, 8, 8, 12, 2, 5, 17)"
13,3,"(4, 12, 3, 2, 16, 0, 14, 17)","(9, 8, 2, 14, 10, 10, 15, 19)"
13,4,"(7, 8, 4, 11, 10, 13, 12)","(9, 5, 7, 18, 6, 11, 2)"
14,0,"(12, 17, 9, 6, 0, 14, 5, 11, 15, 2, 8, 3, 10)","(6, 7, 4, 6, 7, 13, 18, 10, 7, 18, 16, 11, 5)"
14,1,"(1, 17, 2, 18, 16, 13, 4, 10, 7, 14, 9, 8, 3, 11, 19, 15, 0, 5, 6)","(13, 15, 14, 19, 8, 5, 1, 13, 12, 4, 11, 18, 19, 18, 6, 20, 2, 20, 4)"
14,2,"(14, 3, 7, 18, 15, 2, 8, 5, 6)","(14, 18, 17, 3, 4, 9, 16, 3, 17)"
14,3,"(7, 5, 9, 6, 1, 18, 17, 13, 10, 8, 12, 3, 19, 11, 0, 15, 16, 2)","(6, 19, 10, 1, 12, 13, 10, 18, 13, 11, 19, 3, 19, 3, 9, 4, 7, 2)"
14,4,"(16, 19, 6, 11, 14, 9, 7, 3, 4)","(2, 6, 8, 7, 8, 9, 18, 18, 10)"
14,5,"(0,)","(5,)"
14,6,"(5, 19, 9, 6, 14, 1, 18, 13, 2, 8, 11, 10, 7, 15, 3)","(16, 9, 9, 8, 2, 20, 7, 14, 11, 19, 6, 11, 6, 1, 10)"
14,7,"(1, 2, 5, 12, 10, 13, 8)","(2, 2, 18, 10, 18, 3, 11)"
