kind,task,machine_selectable,process_time
5,6,"(8, 2, 14, 10, 3, 1, 5, 11, 0, 6, 4, 13)","(10, 16, 12, 12, 13, 11, 8, 18, 12, 18, 3, 16)"
6,0,"(1, 13, 10, 9, 6, 14, 5, 11, 7, 8, 4, 12, 3)","(15, 20, 5, 12, 9, 10, 11, 11, 16, 12, 11, 20, 13)"
6,1,"(7, 5, 10, 13)","(4, 10, 16, 13)"
6,2,"(6, 14, 4, 13, 3)","(15, 3, 20, 5, 7)"
6,3,"(0, 14, 9, 5)","(2, 10, 14, 17)"
6,4,"(9, 7, 8, 13, 12)","(19, 10, 9, 14, 19)"
6,5,"(1, 2, 10, 9, 5, 0, 3, 6, 4, 11, 13, 7)","(15, 5, 2, 7, 15, 2, 8, 4, 6, 19, 16, 1)"
6,6,"(0, 6, 14)","(12, 17, 11)"
6,7,"(4, 11, 14, 10)","(1, 8, 19, 13)"
6,8,"(2, 4, 7, 14, 0, 5, 12)","(16, 12, 20, 16, 19, 16, 9)"
6,9,"(12, 10, 6, 8, 13, 5, 0, 2)","(13, 20, 13, 19, 2, 19, 6, 20)"
