kind,task,machine_selectable,process_time
3,1,"(5, 2, 12, 13, 1, 10)","(11, 16, 2, 19, 4, 10)"
3,2,"(9, 13, 7, 12, 10, 2, 4)","(14, 10, 2, 15, 13, 9, 1)"
3,3,"(14, 6, 2, 1, 7, 13, 10, 3, 11, 0, 4, 8, 5, 12)","(1, 16, 7, 15, 1, 18, 15, 17, 3, 5, 5, 15, 4, 16)"
3,4,"(11, 13, 3)","(6, 2, 7)"
3,5,"(2, 12, 8, 11, 6, 4, 14, 3, 10, 1, 13, 7, 0)","(13, 6, 17, 13, 11, 13, 9, 19, 6, 8, 16, 5, 18)"
3,6,"(4, 8, 9, 5, 7, 12, 2, 1, 10, 0)","(7, 11, 14, 1, 16, 10, 10, 17, 1, 16)"
4,0,"(11, 4, 13, 6)","(4, 20, 1, 6)"
4,1,"(12, 13, 1, 14, 8, 9, 4)","(1, 19, 16, 6, 9, 5, 1)"
4,2,"(0, 12, 2)","(13, 5, 20)"
4,3,"(9, 13, 10, 14, 8, 3, 6, 7)","(11, 15, 12, 8, 11, 2, 7, 7)"
4,4,"(8, 0, 3, 10, 12, 9, 2, 5, 13, 4, 1, 11, 7, 14)","(2, 8, 19, 19, 4, 14, 20, 1, 3, 14, 10, 9, 8, 15)"
4,5,"(11, 9, 10, 7, 5)","(14, 10, 18, 4, 12)"
5,0,"(8, 9, 14)","(16, 9, 8)"
5,1,"(13, 12, 1, 14, 7)","(15, 14, 19, 3, 3)"
5,2,"(8, 11, 6, 4)","(13, 5, 20, 16)"
5,3,"(11, 10, 14, 9)","(14, 14, 4, 7)"
5,4,"(6, 4, 13, 7, 14, 10, 2, 12, 5, 0, 3, 1, 11, 8, 9)","(11, 13, 4, 20, 7, 13, 10, 1, 3, 20, 9, 13, 18, 17, 13)"
5,5,"(10, 13, 2, 9, 11, 12, 7, 14, 4, 6)","(5, 2, 15, 20, 5, 20, 2, 2, 16, 16)"
5,6,"(9,)","(14,)"
5,7,"(14, 12, 7, 0, 9, 13, 3, 5, 1, 10, 8)","(7, 5, 1, 18, 8, 4, 16, 1, 15, 11, 17)"
5,8,"(3, 1, 4, 14, 5, 12)","(5, 2, 4, 9, 4, 10)"
6,0,"(5, 14, 13, 7, 9, 6, 4, 3)","(18, 3, 3, 8, 6, 20, 11, 7)"
6,1,"(2, 4, 0, 8, 6, 9, 10, 12)","(17, 15, 17, 16, 3, 4, 1, 20)"
6,2,"(14, 4, 13, 11)","(5, 15, 8, 5)"
6,3,"(3, 13, 9, 10, 8, 7, 6, 5, 0, 2, 11, 4)","(16, 6, 15, 20, 10, 10, 3, 8, 18, 10, 11, 2)"
6,4,"(7, 1, 5, 13, 14, 4, 2, 12, 9, 10, 11, 0)","(11, 17, 6, 11, 12, 17, 20, 7, 5, 7, 10, 7)"
6,5,"(12, 11, 2)","(18, 6, 10)"
6,6,"(9, 2, 10, 4, 5, 6, 14, 1, 0, 7, 3)","(18, 9, 4, 5, 1, 5, 1, 3, 18, 5, 15)"
6,7,"(13, 10, 4, 1, 8, 5, 7, 11, 2, 9)","(19, 20, 17, 15, 2, 18, 9, 7, 12, 14)"
6,8,"(14, 4, 2, 9, 3, 13, 8, 0, 10, 7)","(16, 7, 19, 3, 7, 17, 5, 4, 12, 16)"
7,0,"(0, 11, 12, 13, 9, 4, 3, 5, 1)","(20, 12, 19, 15, 9, 3, 1, 14, 9)"
7,1,"(12,)","(14,)"
7,2,"(0, 7, 5, 4, 10, 1, 12, 9, 3, 6, 13, 8, 2, 14, 11)","(9, 16, 11, 14, 16, 12, 16, 13, 2, 8, 6, 11, 1, 10, 17)"
7,3,"(4, 0, 7)","(1, 19, 20)"
7,4,"(6, 14, 3, 9, 1, 13, 2, 5, 11, 8, 4, 0, 10, 12)","(14, 11, 15, 10, 12, 12, 1, 6, 12, 7, 7, 17, 11, 14)"
7,5,"(11, 4, 7)","(15, 20, 7)"
8,0,"(5, 12, 0, 8, 1, 4, 7, 3, 10, 13)","(5, 16, 5, 8, 10, 11, 20, 13, 6, 15)"
8,1,"(9, 1, 8, 11, 5, 4, 0, 7, 12, 13, 3, 2)","(15, 7, 8, 7, 8, 19, 1, 14, 18, 9, 12, 19)"
8,2,"(13, 1)","(1, 9)"
8,3,"(2, 7, 0, 12, 1, 5, 8, 11, 6, 4, 14, 10, 3)","(9, 5, 19, 7, 19, 11, 12, 2, 15, 16, 3, 16, 18)"
8,4,"(13, 9, 4, 10, 8, 14, 0, 2, 7, 1, 6, 11)","(13, 12, 5, 3, 7, 14, 5, 5, 7, 5, 5, 5)"
8,5,"(13, 7, 6, 11)","(20, 5, 17, 5)"
