kind,task,machine_selectable,process_time
5,6,"(5, 12, 0, 10, 9, 13, 11, 7, 14, 2, 8, 4, 6)","(3, 8, 13, 8, 20, 16, 12, 11, 14, 8, 15, 11, 6)"
5,7,"(0, 8, 10, 11)","(17, 15, 14, 14)"
5,8,"(7, 5, 0, 6, 2, 12, 4, 3, 9, 14)","(17, 14, 1, 15, 8, 2, 20, 5, 9, 1)"
5,9,"(14, 6, 4, 1)","(13, 11, 15, 16)"
6,0,"(0, 12, 8)","(18, 20, 11)"
6,1,"(7, 10, 9, 5, 8, 14)","(20, 11, 5, 10, 10, 3)"
6,2,"(6, 12, 7, 2, 14, 8, 0, 11, 3, 1, 9, 10, 5)","(20, 3, 11, 12, 18, 20, 16, 2, 5, 5, 6, 16, 15)"
6,3,"(6, 12)","(2, 16)"
6,4,"(6, 8, 12, 10, 5, 14, 0, 11, 13, 9, 7, 2, 4, 1)","(15, 2, 5, 20, 11, 3, 19, 14, 18, 2, 18, 16, 10, 2)"
6,5,"(2, 3, 8, 14, 0, 1, 9, 6, 5, 11, 4)","(19, 18, 14, 10, 17, 20, 1, 16, 6, 4, 18)"
6,6,"(6, 13, 12, 9, 8, 14, 1, 10, 2, 5, 3, 11, 4)","(7, 11, 7, 4, 17, 14, 5, 18, 16, 2, 15, 5, 20)"
6,7,"(2,)","(14,)"
7,0,"(8, 3, 12, 7, 13, 11, 1, 6, 10, 4)","(13, 10, 20, 13, 12, 8, 8, 9, 16, 18)"
7,1,"(4, 11, 3, 14, 2, 7, 6, 13)","(16, 1, 7, 11, 1, 1, 17, 3)"
7,2,"(7, 13, 6, 14, 10, 1, 3, 9, 11, 5, 2, 4, 12, 8)","(9, 8, 11, 13, 12, 6, 10, 19, 13, 20, 19, 7, 16, 18)"
7,3,"(13, 3, 0, 6, 11, 4, 12, 14, 1)","(15, 19, 4, 17, 2, 7, 1, 16, 13)"
7,4,"(11, 10, 9, 0, 7, 3, 8, 6, 14, 1)","(11, 11, 19, 6, 7, 20, 1, 5, 7, 8)"
7,5,"(6, 4, 14, 0, 8, 5, 12, 10, 3, 11, 1)","(1, 16, 15, 3, 12, 13, 17, 6, 19, 8, 8)"
7,6,"(5, 12, 3, 9, 7, 6)","(7, 14, 18, 13, 16, 10)"
8,0,"(4, 13, 6, 14, 5)","(9, 2, 17, 18, 5)"
8,1,"(6, 9, 14, 13, 11, 8, 1, 7, 0, 2, 4, 5, 10)","(17, 8, 12, 5, 4, 5, 16, 19, 15, 5, 12, 12, 13)"
8,2,"(13, 9, 14, 1, 7)","(13, 10, 15, 10, 18)"
8,3,"(11, 13, 12, 7, 1, 14, 2, 4, 3, 8, 9)","(14, 7, 12, 11, 15, 8, 18, 9, 8, 17, 11)"
8,4,"(4, 14)","(15, 6)"
8,5,"(4, 10, 13, 6, 14, 8)","(10, 7, 10, 6, 14, 16)"
8,6,"(5, 2, 4, 0, 13, 6, 1, 12, 10, 11, 8, 14, 3)","(8, 17, 8, 5, 1, 5, 13, 11, 18, 4, 8, 8, 4)"
8,7,"(3, 5, 11, 14, 13, 4, 0, 9, 12, 6, 8)","(18, 15, 4, 10, 19, 2, 13, 14, 16, 4, 15)"
8,8,"(7,)","(12,)"
8,9,"(4, 8, 3, 10, 13)","(12, 6, 10, 12, 13)"
9,0,"(1, 10, 8, 3, 12, 2, 0, 13, 5, 7, 11)","(4, 17, 20, 11, 19, 7, 6, 1, 19, 14, 1)"
9,1,"(6,)","(10,)"
9,2,"(4, 10, 6, 13, 3, 8, 7, 9, 12, 11, 5, 14)","(7, 1, 17, 2, 17, 13, 20, 20, 16, 9, 8, 19)"
9,3,"(5, 7, 1, 14, 2, 10, 3, 11)","(20, 16, 18, 6, 19, 10, 3, 8)"
9,4,"(12, 13, 7, 3, 14, 1, 4, 10, 0, 8, 2, 6, 5, 11, 9)","(12, 16, 16, 3, 12, 15, 16, 9, 17, 9, 18, 9, 20, 13, 20)"
9,5,"(7, 11, 12, 13, 3, 8, 9)","(9, 20, 7, 14, 17, 6, 20)"
10,0,"(10, 3, 0, 5)","(2, 4, 14, 11)"
10,1,"(11,)","(12,)"
10,2,"(10, 9, 3)","(3, 19, 3)"
10,3,"(13, 4, 10, 11, 1, 2, 5)","(9, 5, 11, 1, 7, 11, 1)"
10,4,"(5, 7, 13, 1, 4, 14, 2, 6, 9)","(1, 20, 2, 8, 3, 15, 19, 8, 12)"
10,5,"(12, 5, 0, 7, 3, 2, 9, 4, 8, 14, 10, 13)","(18, 16, 10, 18, 1, 20, 8, 3, 13, 15, 8, 3)"
10,6,"(8, 10)","(1, 14)"
10,7,"(5,)","(10,)"
10,8,"(11, 14, 2, 3, 9, 0, 8, 7, 12, 10, 5, 1)","(17, 7, 8, 16, 11, 2, 16, 12, 7, 20, 13, 13)"
11,0,"(1, 10, 7, 5, 4, 8, 0, 2, 11, 3, 13)","(8, 12, 12, 19, 15, 13, 16, 18, 9, 1, 14)"
11,1,"(7, 11, 5, 4, 13)","(18, 12, 4, 12, 1)"
11,2,"(1, 12, 3, 14, 7, 10, 8, 5, 6, 0, 4)","(13, 13, 1, 6, 8, 14, 20, 9, 10, 14, 18)"
11,3,"(12, 7, 9, 4, 0)","(17, 13, 17, 15, 6)"
11,4,"(8, 0, 9, 14, 7, 4, 10, 13, 11, 12)","(2, 12, 20, 1, 1, 17, 6, 7, 6, 8)"
11,5,"(12, 11, 1, 9, 0, 6, 8)","(7, 12, 7, 14, 11, 2, 5)"
11,6,"(3, 7)","(17, 19)"
11,7,"(0, 5, 11, 13, 10, 9, 12, 6, 2, 1, 7)","(9, 16, 7, 12, 10, 16, 18, 9, 20, 9, 9)"
12,0,"(8, 7, 4, 1, 5, 12)","(15, 5, 15, 7, 12, 15)"
12,1,"(3, 10, 5, 1, 2, 12, 6, 11, 0, 7, 13, 4, 14, 9)","(13, 8, 1, 3, 7, 12, 20, 16, 2, 17, 9, 13, 8, 4)"
12,2,"(4, 5, 8, 10)","(8, 5, 6, 18)"
12,3,"(0, 11, 10)","(5, 8, 8)"
12,4,"(0, 4, 12, 13, 7, 8, 14, 11)","(9, 16, 13, 13, 19, 5, 10, 11)"
13,0,"(0, 12, 6, 4, 11, 10, 14, 5, 1, 8, 2, 13, 7, 9, 3)","(17, 4, 12, 15, 11, 16, 18, 8, 18, 9, 12, 5, 16, 12, 4)"
13,1,"(8, 13, 2, 14, 3, 6, 10)","(6, 16, 19, 9, 18, 18, 15)"
13,2,"(14, 8, 7, 11)","(18, 5, 10, 12)"
13,3,"(9, 14, 4, 3, 7, 2, 8, 0, 12)","(11, 10, 17, 7, 6, 11, 3, 14, 11)"
13,4,"(8, 1, 10, 14, 3)","(13, 17, 3, 11, 6)"
13,5,"(13, 1, 11, 3, 10, 6, 4, 9, 8, 0, 2, 12, 14, 7, 5)","(5, 1, 19, 20, 13, 10, 19, 1, 17, 14, 3, 17, 12, 10, 17)"
14,0,"(12, 5, 3, 11, 10, 4, 13, 9, 0, 14, 2, 8, 1, 7)","(12, 7, 7, 3, 17, 7, 4, 3, 10, 14, 4, 18, 3, 2)"
14,1,"(0, 4, 9, 7)","(9, 14, 18, 11)"
14,2,"(6, 2, 12, 5, 7, 10)","(9, 14, 19, 8, 6, 1)"
14,3,"(9, 0, 4, 3, 8, 2, 5, 11, 1, 10, 7, 6, 12, 14)","(6, 15, 13, 11, 14, 16, 3, 2, 5, 5, 2, 15, 6, 9)"
14,4,"(10, 6, 9, 7, 12, 4, 3, 14, 5, 13, 11)","(14, 10, 20, 11, 3, 10, 11, 2, 2, 11, 10)"
14,5,"(9, 10, 0, 7, 5, 4, 3, 11, 14)","(1, 20, 19, 10, 12, 12, 6, 9, 3)"
14,6,"(6, 1)","(18, 12)"
14,7,"(14, 2, 5, 8, 13, 10, 1, 7, 0, 12, 9, 4)","(18, 10, 11, 19, 6, 18, 10, 12, 15, 8, 4, 12)"
14,8,"(3, 4, 9, 8, 0, 13, 6, 7, 11, 10, 14, 2)","(6, 2, 14, 1, 15, 3, 5, 3, 6, 9, 13, 3)"
