kind,task,machine_selectable,process_time
3,7,"(1, 9, 19, 3, 11, 13, 18, 2, 15, 4, 14, 0, 7, 8, 6, 16)","(10, 10, 13, 11, 16, 12, 2, 7, 11, 20, 1, 14, 19, 18, 7, 1)"
4,0,"(5, 14, 19, 11, 9, 0)","(1, 20, 16, 20, 11, 9)"
4,1,"(13, 8, 2, 15, 4, 16, 7, 10, 1, 9, 6, 14, 17, 12)","(6, 20, 14, 11, 18, 16, 6, 7, 12, 14, 14, 20, 19, 7)"
4,2,"(6, 0)","(9, 5)"
4,3,"(3, 15, 0, 14, 19, 1, 12, 4)","(6, 10, 7, 16, 3, 2, 12, 17)"
4,4,"(16, 1, 10, 9, 14, 6, 2, 7, 5, 18, 13, 19, 8, 0, 15, 3, 17)","(1, 2, 14, 15, 18, 4, 8, 6, 6, 15, 2, 13, 14, 17, 13, 8, 18)"
4,5,"(14, 12, 4, 3, 16, 8, 1, 11, 10, 6, 19)","(8, 14, 17, 3, 12, 7, 12, 2, 10, 20, 6)"
5,0,"(6, 19, 7, 16, 1, 8, 15, 2, 3, 9, 17, 4, 10, 13)","(17, 2, 15, 1, 10, 1, 14, 1, 1, 6, 2, 12, 12, 20)"
5,1,"(1, 15, 0)","(2, 13, 8)"
5,2,"(13, 14, 5, 4, 3, 7, 6, 0, 1, 9, 11, 12, 2, 16, 19, 15, 18)","(6, 3, 19, 11, 6, 15, 12, 19, 7, 19, 12, 4, 16, 19, 9, 14, 17)"
5,3,"(5, 7, 16, 15, 2, 3, 1, 4, 10, 12, 19, 8, 17, 0, 13, 14, 11, 18)","(5, 15, 5, 20, 17, 6, 2, 12, 12, 15, 17, 7, 18, 2, 11, 1, 3, 4)"
5,4,"(5, 9, 6, 4, 3, 18, 17, 16, 14, 10)","(8, 5, 10, 8, 19, 19, 20, 17, 12, 5)"
5,5,"(13, 19, 10, 14, 0, 8)","(2, 14, 2, 1, 2, 19)"
6,0,"(19, 8, 18, 17, 16, 5, 14, 3, 4, 1, 7, 13, 6, 11, 12, 0, 15, 2, 9)","(16, 7, 7, 11, 13, 20, 5, 16, 7, 15, 11, 11, 20, 15, 17, 15, 14, 18, 8)"
6,1,"(15, 9, 19, 13, 11, 2, 12, 18, 0, 3, 14, 16, 4, 5, 17, 1)","(14, 5, 17, 11, 19, 14, 8, 14, 20, 19, 1, 10, 15, 14, 13, 3)"
6,2,"(16, 3, 9, 11, 5, 12, 0, 18, 8, 4, 15, 10, 14, 2, 19, 6, 13, 7, 17)","(13, 2, 15, 16, 11, 19, 13, 9, 11, 5, 10, 4, 12, 5, 1, 20, 8, 13, 13)"
6,3,"(7, 0, 17, 2)","(13, 1, 12, 19)"
6,4,"(0, 2, 4, 8, 7, 11, 12, 3, 10, 17, 1, 5, 6, 18, 14, 13, 9, 15, 19, 16)","(13, 6, 8, 3, 12, 2, 3, 16, 9, 12, 13, 14, 17, 9, 12, 8, 18, 7, 17, 15)"
6,5,"(4, 18, 5, 12, 9, 1, 10, 7, 19, 2, 6, 16, 8, 11, 14, 15, 0, 13, 3, 17)","(15, 17, 18, 20, 15, 10, 6, 13, 10, 3, 18, 20, 3, 18, 13, 7, 4, 1, 8, 3)"
6,6,"(3, 1, 13, 12, 7, 17, 14, 16)","(16, 20, 19, 11, 17, 14, 11, 4)"
6,7,"(17, 0, 4, 19, 13, 14, 10, 5, 16, 8, 7, 12, 2, 9, 15, 6, 11, 18, 1)","(7, 4, 7, 1, 20, 3, 15, 6, 1, 10, 6, 17, 19, 1, 15, 10, 13, 7, 15)"
6,8,"(14, 17, 18, 8, 19, 3, 4, 13, 7, 1, 12, 10, 5, 2)","(18, 17, 6, 11, 13, 19, 2, 3, 14, 7, 18, 14, 20, 2)"
7,0,"(0, 14, 12, 18)","(3, 17, 4, 1)"
7,1,"(9, 4, 11, 7, 6, 0, 10, 13, 8, 1, 19, 12, 14, 17, 3)","(20, 16, 2, 2, 18, 4, 8, 5, 10, 7, 15, 17, 4, 17, 3)"
7,2,"(1, 14, 4, 8, 9, 0)","(7, 1, 8, 17, 20, 16)"
7,3,"(13, 10, 1, 4, 14, 11, 7, 16, 5, 6, 15, 3, 8, 9, 12, 2, 0, 17, 19, 18)","(20, 15, 5, 7, 17, 9, 20, 20, 8, 3, 1, 11, 1, 18, 5, 19, 16, 9, 3, 3)"
7,4,"(6, 19, 3, 13)","(17, 16, 7, 15)"
8,0,"(16, 12, 6, 5, 11, 13, 0, 7, 4, 15, 3, 2, 10, 9, 1, 17)","(4, 16, 7, 13, 3, 1, 10, 6, 2, 15, 13, 14, 19, 12, 6, 6)"
8,1,"(10, 19, 18, 7, 4, 15, 9, 5, 13, 17, 3, 8, 12, 14, 0)","(16, 4, 10, 3, 9, 16, 6, 18, 18, 18, 19, 18, 3, 13, 17)"
8,2,"(16, 0, 9, 1, 14, 19, 3, 2, 6)","(13, 19, 6, 11, 5, 6, 13, 4, 20)"
8,3,"(14, 9, 3, 6, 2, 8, 10, 7)","(20, 4, 10, 5, 13, 17, 12, 18)"
8,4,"(13,)","(4,)"
8,5,"(2, 18)","(17, 18)"
9,0,"(16, 12, 10, 5, 19, 14, 17, 9, 7, 18, 4, 0, 8, 6)","(17, 6, 13, 1, 19, 14, 3, 8, 7, 6, 5, 14, 15, 20)"
9,1,"(11, 13, 14, 1, 6, 10, 8, 2, 0, 7, 15, 17, 12, 5, 19, 9, 3, 4, 16)","(15, 13, 4, 16, 10, 13, 17, 15, 4, 13, 7, 11, 20, 12, 11, 13, 12, 8, 13)"
9,2,"(5, 17, 19, 16, 14, 2, 18, 9, 8, 15, 1)","(13, 11, 8, 19, 11, 13, 3, 10, 5, 17, 10)"
9,3,"(19, 6, 18, 10, 4, 7, 11, 5, 15, 14, 13, 0, 8, 9, 12, 17, 1, 3)","(18, 11, 13, 17, 5, 8, 1, 16, 9, 19, 12, 19, 10, 8, 18, 12, 9, 11)"
9,4,"(12, 7, 8, 4, 17, 5, 0, 13, 2, 18, 14)","(8, 6, 3, 7, 18, 5, 14, 9, 3, 10, 14)"
9,5,"(11, 5, 16, 0)","(5, 17, 13, 13)"
