kind,task,machine_selectable,process_time,power
1,7,"(0, 9, 5, 2, 1, 7, 11, 8, 6, 13, 10, 3)","(20, 9, 18, 13, 6, 9, 2, 6, 13, 13, 18, 10)","(106, 44, 119, 105, 196, 111, 69, 132, 200, 155, 110, 144)"
2,0,"(6, 4, 12, 14, 1, 2)","(16, 14, 20, 2, 6, 11)","(121, 64, 145, 41, 95, 192)"
2,1,"(5, 8, 7, 11, 12, 2, 10, 1, 6, 13, 14, 3)","(7, 19, 6, 17, 15, 10, 6, 14, 18, 18, 9, 9)","(12, 23, 166, 70, 93, 46, 52, 200, 128, 67, 55, 66)"
2,2,"(7,)","(2,)","(106,)"
2,3,"(2, 13, 0, 9, 14, 5, 8, 10, 1, 12, 4, 11, 7, 3, 6)","(18, 16, 10, 6, 19, 11, 19, 12, 10, 2, 4, 10, 11, 5, 10)","(59, 149, 182, 168, 98, 172, 110, 106, 173, 98, 132, 102, 95, 185, 73)"
2,4,"(8,)","(20,)","(66,)"
2,5,"(11, 4, 10)","(19, 8, 10)","(28, 188, 166)"
2,6,"(10, 14, 12, 3, 1, 13, 11, 7, 5, 0, 4, 8, 2, 9)","(19, 8, 18, 18, 10, 20, 5, 12, 18, 16, 3, 10, 16, 3)","(138, 65, 34, 144, 37, 187, 95, 77, 132, 32, 148, 17, 135, 110)"
3,0,"(0, 6, 1, 10)","(4, 10, 7, 17)","(159, 133, 41, 74)"
3,1,"(0, 5, 8, 2, 14, 3, 13)","(16, 17, 11, 18, 11, 9, 7)","(21, 119, 179, 100, 52, 114, 66)"
3,2,"(9, 3, 10, 2, 0)","(19, 12, 4, 15, 10)","(94, 149, 74, 102, 142)"
3,3,"(6, 11, 2, 12, 9)","(12, 10, 6, 19, 7)","(59, 85, 17, 43, 194)"
3,4,"(1, 11, 7, 6, 12)","(9, 2, 15, 11, 11)","(128, 22, 49, 45, 113)"
3,5,"(3, 0, 12, 1, 8, 13, 9, 5, 2, 4, 10, 6)","(1, 16, 19, 16, 1, 3, 9, 6, 16, 3, 16, 8)","(162, 50, 134, 118, 141, 93, 128, 92, 33, 125, 151, 41)"
3,6,"(12, 13, 9, 14, 0, 4)","(5, 9, 9, 6, 16, 20)","(57, 195, 173, 149, 171, 184)"
3,7,"(11, 14, 0, 4, 8, 3, 10, 12, 13, 1, 7)","(10, 14, 19, 18, 7, 5, 16, 5, 15, 5, 8)","(68, 77, 196, 161, 29, 128, 43, 158, 74, 128, 191)"
3,8,"(1, 12, 13)","(9, 12, 2)","(87, 133, 42)"
3,9,"(6, 0, 8, 7, 13, 3, 9, 14, 5, 12)","(9, 14, 12, 2, 15, 4, 17, 9, 5, 15)","(171, 32, 197, 96, 27, 80, 88, 152, 49, 82)"
4,0,"(13, 12, 10, 5, 0, 8, 7, 4, 1, 3, 2, 9, 11)","(20, 7, 1, 18, 7, 1, 9, 3, 15, 18, 19, 13, 9)","(199, 174, 157, 154, 46, 178, 141, 101, 33, 30, 107, 156, 102)"
4,1,"(7, 13)","(13, 19)","(52, 94)"
4,2,"(8, 1, 0, 2, 4, 5, 11, 10, 14, 12, 6, 13, 3, 7)","(18, 18, 1, 3, 20, 17, 13, 3, 1, 4, 4, 19, 13, 6)","(25, 25, 115, 129, 170, 67, 63, 67, 122, 157, 146, 115, 114, 73)"
4,3,"(14, 10, 2, 3, 5, 6, 7, 0, 4, 1, 12, 8, 9)","(4, 19, 4, 4, 2, 20, 7, 6, 13, 8, 12, 4, 12)","(73, 150, 184, 193, 117, 68, 18, 53, 43, 37, 54, 155, 61)"
4,4,"(6, 11, 2, 3)","(8, 11, 16, 13)","(149, 108, 152, 169)"
5,0,"(8, 10, 3)","(3, 18, 16)","(17, 74, 23)"
5,1,"(13, 2, 9, 3, 12, 10, 11, 0, 8, 1)","(3, 15, 2, 19, 13, 2, 20, 5, 7, 14)","(127, 26, 132, 157, 26, 26, 193, 107, 138, 18)"
5,2,"(10, 4, 1)","(11, 6, 11)","(77, 172, 86)"
5,3,"(7, 1, 2)","(2, 5, 18)","(188, 22, 198)"
5,4,"(8, 3, 2, 13, 1, 0, 9, 12, 7, 5, 11, 6, 4, 10, 14)","(4, 7, 4, 18, 9, 4, 3, 20, 19, 20, 12, 19, 9, 9, 8)","(62, 72, 18, 190, 134, 79, 177, 169, 151, 84, 136, 37, 66, 176, 125)"
5,5,"(9, 1, 6, 3, 4, 12)","(17, 3, 5, 17, 15, 3)","(98, 195, 192, 171, 77, 168)"
6,0,"(9, 5, 1, 8, 7, 0, 4)","(5, 19, 14, 17, 10, 16, 8)","(83, 178, 102, 171, 86, 152, 20)"
6,1,"(14, 11, 13, 2, 6, 12, 4)","(1, 13, 4, 15, 2, 7, 20)","(85, 31, 21, 18, 175, 82, 84)"
6,2,"(12, 1, 8, 6, 7, 11, 10, 5, 14, 13, 2, 3)","(17, 7, 14, 9, 15, 3, 8, 9, 18, 9, 10, 3)","(40, 154, 198, 38, 27, 130, 153, 102, 188, 127, 83, 146)"
6,3,"(7, 2, 13, 10, 4, 6)","(17, 17, 15, 19, 10, 8)","(200, 105, 146, 31, 143, 32)"
6,4,"(0, 11, 14, 9, 4)","(6, 2, 15, 9, 17)","(190, 87, 120, 184, 151)"
6,5,"(14, 3, 12, 9, 5, 11, 6, 8, 7, 0, 4)","(5, 7, 9, 9, 18, 18, 19, 4, 12, 17, 4)","(138, 71, 164, 116, 142, 115, 200, 186, 106, 101, 120)"
7,0,"(9, 6, 3, 2)","(8, 5, 5, 3)","(45, 76, 41, 168)"
7,1,"(7, 14, 8, 13, 2, 5, 9, 11, 12, 1, 10)","(8, 6, 5, 7, 17, 19, 12, 10, 16, 18, 18)","(133, 61, 29, 47, 194, 200, 91, 159, 133, 158, 161)"
7,2,"(11, 13, 3, 7, 14)","(4, 5, 4, 5, 15)","(77, 146, 182, 146, 36)"
7,3,"(3, 7, 10, 9, 5, 0, 13, 11, 2, 8, 4)","(11, 3, 2, 6, 10, 9, 9, 13, 15, 16, 11)","(179, 36, 24, 127, 42, 61, 147, 109, 68, 172, 86)"
7,4,"(3, 0, 2, 11, 9, 1, 5, 4, 6, 8)","(11, 10, 8, 10, 3, 16, 6, 18, 8, 1)","(180, 134, 85, 189, 157, 191, 53, 57, 122, 81)"
8,0,"(3, 14, 6, 9, 8, 10, 12, 2, 0, 5, 1, 13, 7)","(14, 9, 20, 5, 2, 7, 6, 16, 19, 15, 13, 5, 14)","(199, 59, 109, 71, 85, 45, 95, 146, 200, 74, 78, 24, 64)"
8,1,"(7, 13, 4, 11, 6)","(3, 16, 10, 9, 14)","(44, 36, 130, 101, 11)"
8,2,"(0, 5, 6, 2, 1, 8, 4, 7, 14, 10, 11)","(18, 16, 14, 12, 9, 9, 11, 17, 2, 9, 5)","(109, 53, 51, 64, 93, 46, 119, 17, 92, 86, 105)"
8,3,"(6, 0, 12, 14, 1, 13, 11)","(10, 15, 17, 9, 9, 10, 19)","(147, 93, 126, 70, 63, 134, 110)"
8,4,"(10,)","(10,)","(158,)"
8,5,"(0, 5, 12)","(2, 18, 10)","(48, 79, 115)"
