kind,task,machine_selectable,process_time
6,7,"(13, 7, 6, 8, 3, 4, 5, 14, 10, 0, 11, 1, 12)","(20, 7, 2, 12, 17, 19, 6, 6, 17, 2, 18, 8, 17)"
6,8,"(14,)","(7,)"
6,9,"(11, 0, 9, 12, 2, 10, 6, 4, 7, 5)","(17, 17, 12, 7, 14, 7, 16, 20, 19, 19)"
7,0,"(3, 9, 10, 4, 8, 14, 0, 12, 7, 1, 13, 5)","(15, 5, 20, 2, 19, 19, 3, 18, 20, 9, 1, 10)"
7,1,"(4, 12, 14, 10, 2, 3, 8, 6, 5, 7, 11, 1, 13, 9, 0)","(7, 12, 15, 5, 3, 15, 11, 10, 19, 10, 9, 4, 12, 2, 3)"
7,2,"(3, 8, 11, 4, 12, 1, 13, 9, 2, 5)","(12, 13, 17, 19, 18, 17, 13, 12, 5, 18)"
7,3,"(12, 0, 4, 1, 8, 13, 5, 6, 9, 3, 14, 10, 7, 11)","(18, 18, 17, 2, 17, 11, 9, 8, 14, 17, 2, 3, 5, 5)"
7,4,"(1, 14, 10, 11, 12, 8, 6, 5)","(14, 9, 4, 14, 20, 16, 7, 3)"
7,5,"(1, 13, 8, 7, 9, 3, 14, 6, 11)","(10, 7, 16, 5, 12, 15, 9, 6, 14)"
7,6,"(10, 1, 12, 11, 9, 6, 13, 4, 5, 3)","(20, 3, 11, 17, 2, 4, 1, 20, 3, 15)"
7,7,"(14, 11, 3, 2, 9, 0)","(2, 3, 10, 11, 17, 18)"
7,8,"(11, 7, 4, 5, 1, 8, 9, 14, 13, 10, 2)","(19, 18, 10, 13, 10, 12, 16, 5, 14, 9, 14)"
8,0,"(7, 12, 13, 6, 8, 10, 5, 3, 2, 11)","(4, 14, 9, 10, 12, 6, 20, 3, 15, 1)"
8,1,"(2, 12, 14, 4, 7, 9, 10, 0, 1, 8, 5, 11, 13)","(13, 19, 7, 20, 15, 15, 8, 3, 15, 12, 1, 3, 16)"
8,2,"(1, 12, 14, 8, 6, 7)","(15, 4, 8, 10, 2, 1)"
8,3,"(10, 3, 13, 7, 11, 12, 14, 8, 6, 2, 4, 5, 9)","(10, 19, 7, 10, 1, 17, 2, 20, 1, 20, 14, 16, 15)"
8,4,"(1, 4, 14, 0, 12, 5, 11, 3, 13, 10)","(10, 7, 9, 10, 19, 5, 1, 13, 16, 17)"
8,5,"(3, 1, 14, 13, 10, 2)","(4, 11, 16, 4, 15, 13)"
8,6,"(3, 13, 1, 8, 2, 7, 0, 10, 6, 11, 4, 5, 9, 12)","(7, 1, 4, 6, 8, 2, 19, 5, 17, 8, 8, 3, 7, 12)"
8,7,"(6,)","(7,)"
9,0,"(11, 1, 9, 12, 8, 13, 2, 10, 4, 3, 14, 6, 5)","(4, 9, 18, 3, 3, 11, 13, 6, 3, 15, 8, 16, 6)"
9,1,"(1, 14, 0, 11, 3, 6, 13, 5, 10, 2, 7, 9)","(12, 17, 11, 16, 2, 11, 2, 16, 11, 14, 6, 1)"
9,2,"(14, 8, 0, 3, 10, 7, 1, 2, 12, 11, 4, 5, 13)","(1, 11, 5, 18, 12, 9, 12, 11, 13, 6, 18, 6, 4)"
9,3,"(3, 8, 0, 1, 9, 2)","(15, 4, 2, 15, 8, 4)"
9,4,"(7, 1, 5, 12, 2, 4, 13, 0, 14, 10, 6, 3, 8, 11)","(17, 14, 1, 18, 10, 5, 1, 11, 9, 8, 16, 11, 16, 19)"
9,5,"(14, 13, 4, 12)","(11, 17, 15, 9)"
9,6,"(12, 2, 0, 11, 5, 3, 6, 4, 1)","(13, 10, 8, 1, 15, 11, 20, 20, 5)"
9,7,"(13, 11, 1, 5, 2, 4, 10, 0, 3)","(20, 4, 8, 12, 16, 2, 10, 8, 15)"
9,8,"(11,)","(17,)"
9,9,"(5, 6, 4, 0, 2, 8, 10)","(11, 10, 1, 13, 4, 6, 8)"
