kind,task,machine_selectable,process_time,power
9,4,"(1, 10, 9, 2, 19, 14, 7, 16, 13, 17, 8, 12, 11, 0, 5, 15, 3, 18)","(13, 17, 8, 19, 16, 15, 11, 12, 18, 4, 10, 14, 19, 17, 18, 19, 16, 8)","(79, 34, 46, 106, 19, 12, 16, 25, 96, 181, 135, 181, 68, 154, 20, 48, 165, 68)"
9,5,"(18, 19, 4, 0, 8, 14, 10, 1, 3, 17, 6, 13, 12, 16)","(12, 1, 11, 17, 6, 17, 3, 5, 9, 20, 15, 10, 13, 15)","(114, 94, 180, 179, 147, 12, 166, 59, 180, 140, 28, 158, 128, 195)"
9,6,"(3, 1, 7, 2, 8, 17, 19, 18, 16, 11, 10, 9, 0, 13, 14, 6, 5)","(19, 6, 20, 14, 20, 16, 1, 11, 12, 13, 2, 15, 13, 6, 10, 4, 19)","(118, 175, 57, 25, 11, 32, 74, 133, 173, 192, 12, 123, 160, 181, 186, 142, 150)"
10,0,"(0, 13)","(1, 16)","(137, 141)"
10,1,"(9, 7)","(9, 9)","(26, 48)"
10,2,"(6, 18, 11, 16, 12, 15, 7, 9, 14)","(2, 16, 19, 7, 17, 15, 5, 1, 2)","(62, 86, 92, 115, 12, 127, 57, 169, 199)"
10,3,"(4, 14, 16, 2, 10, 15, 9)","(6, 2, 10, 9, 11, 3, 4)","(20, 196, 69, 158, 164, 170, 48)"
10,4,"(12, 6, 13, 7, 14, 17, 0, 15)","(16, 1, 15, 6, 9, 17, 14, 15)","(155, 131, 56, 13, 145, 14, 71, 20)"
11,0,"(2, 4, 15, 14, 11, 17, 0, 6, 9, 10, 18)","(13, 17, 11, 17, 6, 19, 7, 9, 6, 17, 5)","(75, 35, 45, 43, 180, 167, 183, 129, 64, 26, 187)"
11,1,"(2, 3, 6)","(20, 3, 2)","(66, 151, 26)"
11,2,"(4, 9, 10, 14, 19, 2, 13, 0, 3, 7, 1, 17, 6, 18, 16, 11, 12, 15)","(3, 16, 14, 3, 7, 9, 15, 3, 20, 5, 15, 2, 6, 16, 11, 12, 3, 6)","(111, 81, 146, 200, 66, 87, 165, 37, 153, 64, 12, 193, 142, 189, 67, 183, 157, 179)"
11,3,"(19, 6, 16, 10, 13, 3, 14, 2, 15, 9, 0, 7, 17, 18, 11, 12, 1, 8, 4, 5)","(8, 9, 2, 6, 8, 2, 11, 12, 19, 16, 14, 6, 3, 6, 9, 8, 4, 13, 15, 7)","(75, 117, 64, 118, 84, 33, 101, 135, 51, 40, 161, 13, 19, 18, 139, 35, 22, 24, 41, 184)"
11,4,"(6, 3, 14, 2, 12, 19, 1, 16, 13, 11)","(5, 3, 8, 8, 13, 20, 11, 1, 12, 20)","(14, 186, 89, 160, 126, 176, 124, 79, 57, 28)"
11,5,"(0, 10, 6, 13, 12, 5, 14, 15, 8, 16, 4, 2, 1, 3)","(10, 2, 4, 20, 19, 17, 20, 16, 12, 4, 4, 15, 15, 7)","(196, 169, 101, 67, 68, 180, 144, 53, 175, 67, 78, 101, 19, 152)"
11,6,"(7, 17, 9, 6, 12, 2)","(3, 3, 17, 14, 2, 5)","(49, 177, 137, 121, 41, 11)"
11,7,"(5, 17, 2, 10, 12, 18, 3, 14, 13, 19)","(5, 9, 3, 1, 5, 11, 11, 6, 3, 9)","(10, 11, 200, 83, 93, 193, 121, 139, 122, 149)"
12,0,"(9, 15, 11, 18, 13, 6, 7, 16, 12, 4)","(9, 2, 19, 2, 3, 5, 6, 2, 7, 4)","(175, 93, 124, 57, 49, 57, 65, 153, 139, 124)"
12,1,"(6, 5, 3, 11)","(11, 15, 13, 10)","(114, 188, 199, 104)"
12,2,"(4, 5, 12, 6, 8, 14, 11, 1, 3, 9, 19)","(4, 4, 4, 16, 2, 10, 18, 4, 10, 5, 15)","(134, 178, 34, 128, 63, 105, 19, 64, 88, 108, 50)"
12,3,"(4, 5, 1, 8, 11, 17, 6, 15, 3, 9)","(3, 6, 8, 16, 4, 2, 20, 2, 4, 7)","(197, 105, 24, 125, 45, 94, 126, 122, 26, 50)"
12,4,"(13, 8, 18, 4, 5)","(15, 18, 17, 1, 20)","(65, 136, 166, 28, 181)"
12,5,"(3, 11, 0)","(13, 12, 12)","(164, 39, 114)"
12,6,"(10, 5, 13, 11, 2)","(8, 15, 8, 12, 15)","(114, 96, 162, 24, 145)"
12,7,"(6, 19, 8, 5, 1, 9, 18, 15, 4, 16, 13, 14, 12, 2, 3, 11, 0)","(17, 2, 10, 15, 4, 18, 18, 13, 3, 14, 18, 4, 20, 2, 16, 9, 8)","(188, 31, 103, 121, 33, 89, 131, 47, 130, 173, 81, 163, 197, 112, 65, 149, 100)"
12,8,"(12, 3, 1, 9, 11, 0, 10)","(19, 8, 12, 5, 17, 7, 10)","(182, 143, 129, 153, 190, 41, 181)"
13,0,"(3, 4, 5, 10, 18)","(3, 18, 8, 7, 11)","(188, 36, 43, 41, 96)"
13,1,"(4, 10, 11, 1, 14, 0, 2, 13, 9, 8)","(2, 11, 15, 8, 2, 2, 14, 4, 1, 3)","(141, 45, 150, 53, 142, 186, 69, 30, 56, 22)"
13,2,"(3, 0, 17, 12, 18, 13, 15, 7, 19, 4, 16, 1, 5, 6, 8, 9, 10, 2)","(10, 3, 1, 9, 14, 14, 14, 11, 10, 17, 2, 9, 1, 9, 17, 9, 19, 7)","(42, 155, 161, 160, 19, 188, 165, 65, 148, 48, 182, 143, 11, 170, 106, 156, 199, 137)"
13,3,"(15, 8, 6, 0, 4, 14, 18, 17, 5, 9, 1, 16, 10, 7, 12, 19, 3, 2, 13, 11)","(9, 17, 7, 15, 14, 4, 7, 3, 20, 13, 6, 17, 6, 7, 3, 8, 16, 1, 6, 1)","(93, 180, 60, 59, 13, 18, 200, 54, 67, 58, 94, 23, 49, 147, 181, 95, 32, 176, 62, 123)"
13,4,"(14, 1, 17, 11, 3, 2, 18, 7)","(7, 12, 4, 8, 20, 20, 9, 5)","(142, 177, 149, 67, 38, 59, 85, 175)"
13,5,"(14, 5, 10, 15, 4, 17, 16, 19, 18, 9, 7, 6, 8, 3, 11, 12, 1, 13, 2, 0)","(14, 4, 7, 16, 16, 4, 10, 11, 2, 17, 14, 1, 20, 19, 9, 15, 14, 7, 17, 2)","(46, 103, 63, 69, 110, 132, 92, 126, 113, 182, 161, 176, 193, 155, 169, 126, 35, 93, 94, 10)"
13,6,"(7, 18, 1, 16)","(8, 13, 18, 6)","(180, 152, 159, 31)"
13,7,"(14, 5, 2, 7, 0, 15, 6, 1)","(5, 6, 11, 16, 16, 19, 16, 11)","(35, 51, 71, 35, 154, 33, 116, 59)"
