kind,task,machine_selectable,process_time
5,4,"(1, 9, 0, 7, 3, 4, 8, 5)","(10, 13, 6, 8, 11, 12, 15, 17)"
5,5,"(9, 5, 6)","(14, 19, 16)"
6,0,"(3, 9, 1, 5, 8)","(11, 15, 19, 8, 16)"
6,1,"(1, 6, 9, 0, 2, 3, 8, 4, 5, 7)","(2, 11, 3, 6, 11, 12, 20, 4, 1, 14)"
6,2,"(2, 4, 7, 9, 6, 8, 5, 1, 3, 0)","(15, 14, 12, 13, 16, 20, 13, 13, 9, 14)"
6,3,"(0, 9)","(14, 9)"
6,4,"(1, 2, 8, 5, 0, 9, 6)","(7, 16, 11, 5, 19, 17, 5)"
6,5,"(3,)","(1,)"
7,0,"(8, 6, 0, 4, 7, 9, 5, 3, 1)","(14, 1, 18, 10, 1, 3, 17, 10, 19)"
7,1,"(5, 1, 7, 8)","(4, 9, 2, 7)"
7,2,"(6, 4, 0, 7, 9, 2, 8, 5, 3)","(13, 5, 13, 19, 6, 1, 7, 2, 18)"
7,3,"(8, 2, 5)","(16, 20, 18)"
7,4,"(7, 4, 8, 5, 1, 6)","(20, 19, 11, 17, 12, 19)"
7,5,"(0, 4, 5)","(17, 14, 3)"
7,6,"(4, 9, 7, 3, 0, 2)","(2, 11, 12, 1, 7, 19)"
8,0,"(8, 2, 0, 5, 7)","(7, 2, 6, 16, 10)"
8,1,"(6, 3)","(5, 14)"
8,2,"(2, 3, 6)","(10, 10, 7)"
8,3,"(4,)","(11,)"
8,4,"(6, 7, 4, 1, 3, 5, 9, 2, 8, 0)","(11, 8, 13, 17, 14, 19, 4, 17, 4, 8)"
8,5,"(5, 0, 6, 8, 3, 7, 4)","(19, 15, 12, 10, 13, 11, 11)"
8,6,"(5, 9)","(2, 8)"
9,0,"(1, 8, 6, 0, 3, 9, 5, 7, 4)","(20, 15, 19, 17, 11, 4, 12, 12, 16)"
9,1,"(8, 3)","(5, 6)"
9,2,"(3, 1, 8, 7, 2, 9, 6)","(16, 6, 18, 12, 10, 6, 17)"
9,3,"(9, 4)","(13, 7)"
9,4,"(7, 0, 8, 5, 3, 1, 9)","(18, 11, 18, 10, 9, 4, 12)"
9,5,"(6, 0)","(14, 2)"
