kind,task,machine_selectable,process_time,power
1,4,"(19, 6, 10, 13, 14, 18, 16, 9, 15, 3, 12, 0, 2, 1)","(6, 14, 2, 10, 10, 10, 3, 19, 9, 14, 6, 9, 5, 5)","(168, 133, 50, 169, 58, 184, 84, 123, 180, 199, 78, 177, 92, 196)"
1,5,"(10, 11, 8, 15, 17, 6, 12)","(5, 2, 20, 15, 6, 17, 2)","(195, 186, 128, 129, 72, 48, 182)"
1,6,"(15, 4, 3, 10, 17, 1, 19)","(18, 16, 4, 6, 19, 11, 5)","(35, 104, 126, 45, 171, 66, 85)"
1,7,"(19,)","(10,)","(167,)"
1,8,"(0, 10, 1, 6, 13, 16, 9)","(19, 16, 1, 18, 14, 11, 16)","(142, 15, 50, 102, 62, 98, 30)"
1,9,"(4, 19, 11, 10, 8, 16, 1, 18, 6, 3, 7, 15, 2)","(18, 10, 2, 3, 19, 18, 2, 8, 11, 15, 10, 3, 14)","(140, 54, 132, 190, 46, 119, 20, 159, 100, 82, 109, 152, 179)"
2,0,"(3, 1, 16, 7, 17, 14, 12)","(10, 10, 18, 15, 9, 16, 20)","(163, 82, 174, 40, 120, 191, 77)"
2,1,"(10, 12, 9, 16, 6, 14, 17, 3, 11, 7, 15, 1, 2, 0, 19, 18, 13)","(19, 9, 12, 17, 9, 11, 19, 12, 13, 16, 11, 15, 2, 13, 4, 12, 4)","(197, 115, 112, 49, 159, 182, 109, 77, 115, 111, 184, 200, 97, 104, 32, 73, 79)"
2,2,"(14, 17, 8, 15, 7, 19, 12, 16, 10, 5)","(17, 2, 19, 14, 11, 17, 16, 17, 6, 6)","(40, 100, 103, 184, 122, 126, 44, 66, 115, 148)"
2,3,"(19, 9, 13, 10, 6, 14, 15, 0, 12, 18, 7, 17, 11, 2, 3, 1, 8, 4)","(14, 15, 12, 7, 14, 11, 20, 4, 12, 13, 5, 8, 15, 15, 7, 1, 8, 10)","(97, 43, 145, 24, 188, 192, 130, 174, 84, 181, 126, 38, 19, 169, 189, 45, 74, 153)"
2,4,"(1, 11, 5, 16, 3)","(5, 17, 16, 15, 14)","(105, 13, 70, 146, 133)"
2,5,"(8,)","(1,)","(109,)"
3,0,"(13, 10, 12, 18)","(4, 12, 15, 2)","(14, 187, 144, 63)"
3,1,"(12, 7, 11, 16, 8, 9)","(12, 2, 3, 1, 9, 6)","(179, 181, 94, 196, 154, 76)"
3,2,"(15, 19, 8, 5, 4, 17, 10, 6, 11, 16, 2, 12, 3, 14, 9, 1, 18, 7, 0)","(8, 2, 9, 14, 20, 3, 18, 15, 4, 20, 5, 16, 7, 12, 5, 12, 4, 8, 20)","(77, 172, 43, 165, 195, 48, 22, 69, 78, 119, 165, 108, 131, 102, 184, 167, 103, 56, 190)"
3,3,"(15, 6, 11, 3, 1, 9, 2, 12)","(8, 7, 13, 15, 15, 8, 3, 19)","(26, 180, 31, 21, 138, 70, 95, 89)"
3,4,"(7,)","(9,)","(188,)"
3,5,"(19, 4, 3, 11)","(18, 2, 13, 20)","(47, 156, 195, 160)"
4,0,"(9, 15, 10, 3, 16, 5, 8, 11)","(2, 8, 1, 18, 13, 3, 10, 6)","(128, 148, 184, 159, 192, 111, 47, 70)"
4,1,"(4, 19, 14, 5, 6, 13, 9, 15)","(15, 18, 5, 1, 7, 12, 9, 20)","(32, 197, 148, 57, 193, 21, 159, 140)"
4,2,"(1, 12, 16, 6, 7, 2, 10, 19, 15, 17, 11, 9, 14, 5, 13, 0, 18, 8, 3)","(5, 11, 1, 1, 5, 12, 4, 19, 17, 4, 2, 20, 4, 11, 4, 9, 3, 16, 5)","(20, 199, 56, 89, 165, 160, 189, 17, 108, 72, 74, 123, 133, 118, 139, 139, 87, 124, 184)"
4,3,"(9, 4, 0, 15, 16, 10, 19, 14, 6)","(15, 3, 18, 18, 12, 17, 19, 10, 3)","(149, 104, 146, 39, 139, 81, 26, 178, 39)"
4,4,"(1, 13, 17, 9, 5, 10, 12, 16, 4, 8, 3, 2, 6, 18, 15, 0, 11, 7)","(4, 6, 5, 15, 9, 9, 16, 1, 10, 2, 1, 18, 1, 8, 9, 3, 19, 11)","(14, 13, 105, 73, 72, 64, 157, 53, 183, 155, 82, 189, 164, 120, 186, 55, 66, 164)"
4,5,"(7, 6, 5, 11, 4, 17, 13, 10, 14, 19, 2, 1, 9, 0, 12, 8, 15, 3, 18)","(9, 3, 4, 11, 7, 16, 16, 7, 1, 18, 2, 4, 14, 5, 3, 13, 19, 16, 15)","(32, 43, 55, 140, 120, 35, 176, 66, 126, 197, 126, 134, 130, 68, 84, 185, 142, 190, 64)"
4,6,"(18, 4, 3, 11, 19, 17, 15, 16, 10, 0, 8, 14)","(16, 14, 15, 20, 3, 6, 13, 14, 4, 3, 17, 11)","(41, 144, 145, 50, 166, 184, 62, 54, 48, 26, 79, 31)"
5,0,"(2, 3, 18, 6, 17, 8, 10, 11, 16, 9, 7, 14, 1, 19, 0, 4, 15, 5, 12)","(5, 9, 19, 7, 15, 12, 1, 20, 17, 2, 11, 8, 11, 7, 2, 5, 20, 4, 5)","(106, 17, 23, 130, 61, 56, 89, 62, 64, 106, 91, 43, 101, 107, 132, 165, 121, 169, 88)"
5,1,"(19, 3)","(16, 13)","(125, 102)"
5,2,"(15, 16, 7, 19, 1, 14, 12, 6, 8)","(20, 1, 14, 18, 2, 19, 18, 3, 1)","(161, 140, 194, 172, 108, 186, 115, 86, 102)"
5,3,"(16, 17, 18, 11, 3, 19, 15, 5, 14, 2, 0, 4, 12, 1, 7, 6, 9, 13)","(3, 20, 15, 1, 12, 7, 1, 20, 11, 8, 4, 15, 11, 8, 14, 14, 2, 15)","(31, 44, 112, 22, 200, 49, 188, 130, 151, 172, 176, 88, 110, 70, 109, 67, 115, 30)"
5,4,"(8, 11, 13, 3, 5, 16, 19, 7, 15, 6, 1, 2, 4, 10, 14, 0, 12, 17, 18)","(16, 12, 11, 9, 13, 15, 3, 5, 1, 5, 7, 16, 4, 14, 8, 17, 10, 12, 19)","(19, 56, 54, 171, 51, 97, 64, 112, 200, 147, 134, 130, 190, 73, 87, 55, 62, 65, 198)"
5,5,"(2, 18, 19, 10, 5, 16, 7, 0)","(5, 11, 1, 14, 1, 2, 18, 11)","(151, 113, 108, 121, 36, 17, 200, 92)"
6,0,"(5, 3, 9, 1, 15, 11, 14, 6, 2, 0, 8, 19, 17, 4, 7, 10)","(10, 19, 17, 7, 2, 8, 19, 3, 9, 10, 13, 6, 19, 7, 5, 15)","(110, 38, 84, 60, 17, 51, 154, 43, 48, 84, 33, 67, 193, 20, 188, 193)"
6,1,"(5, 11, 9, 2, 17, 7, 6, 14, 0, 13, 12, 4, 15, 16, 8, 3, 19, 10, 1)","(4, 2, 8, 3, 17, 8, 16, 19, 3, 10, 14, 14, 10, 2, 9, 8, 1, 1, 8)","(158, 110, 125, 187, 73, 142, 26, 39, 118, 118, 108, 51, 159, 43, 168, 190, 24, 127, 39)"
6,2,"(13, 16, 12, 10, 18, 11, 7)","(5, 20, 16, 7, 4, 15, 3)","(48, 136, 21, 194, 197, 133, 66)"
6,3,"(12, 2, 15, 11, 8, 4, 6, 19, 3, 10, 17)","(19, 10, 6, 10, 5, 3, 5, 4, 7, 3, 19)","(196, 48, 99, 53, 23, 31, 179, 55, 138, 40, 15)"
6,4,"(7, 14, 11, 19, 15, 16, 17, 0, 9, 3, 13, 12, 5, 18, 8, 10)","(17, 17, 20, 2, 8, 12, 17, 6, 2, 12, 18, 19, 2, 9, 16, 17)","(10, 69, 116, 74, 165, 194, 119, 121, 175, 67, 159, 96, 145, 162, 101, 58)"
6,5,"(14, 11, 13, 4, 10)","(13, 17, 20, 6, 11)","(42, 144, 104, 66, 20)"
6,6,"(17, 1, 2, 9, 4, 7, 5, 19, 12, 8, 11, 0, 13, 16, 18, 15)","(2, 1, 17, 19, 20, 17, 4, 4, 16, 6, 15, 20, 7, 3, 8, 13)","(90, 21, 160, 103, 130, 84, 185, 54, 148, 62, 115, 26, 128, 42, 11, 184)"
6,7,"(10, 19, 13, 14, 6, 7)","(15, 12, 7, 12, 12, 10)","(87, 179, 196, 66, 151, 199)"
6,8,"(12, 13, 16, 17, 14)","(14, 7, 11, 12, 5)","(41, 60, 174, 109, 186)"
6,9,"(6, 8, 13, 19, 12, 14, 17, 11, 3, 7, 9, 18, 0, 15, 1, 16)","(11, 11, 2, 18, 17, 3, 4, 4, 15, 18, 13, 8, 9, 3, 4, 8)","(155, 105, 76, 186, 177, 51, 167, 100, 98, 148, 89, 116, 74, 73, 104, 130)"
7,0,"(19, 18, 13, 0, 1, 3, 17)","(4, 15, 9, 3, 2, 9, 4)","(108, 126, 39, 78, 22, 139, 41)"
7,1,"(5, 8, 16, 17, 7, 3, 19, 6, 18, 13, 10, 15, 12)","(13, 12, 20, 8, 1, 1, 16, 16, 14, 15, 15, 15, 3)","(19, 175, 76, 142, 85, 120, 122, 170, 15, 41, 105, 103, 47)"
7,2,"(7, 14, 13, 6)","(8, 16, 17, 1)","(90, 166, 119, 45)"
7,3,"(16, 13, 14, 19, 15, 7, 8, 2, 0, 4, 9, 3, 6)","(9, 20, 18, 14, 7, 2, 5, 5, 17, 6, 3, 6, 4)","(141, 171, 148, 50, 172, 163, 40, 48, 63, 167, 27, 52, 160)"
7,4,"(15, 1, 10, 18, 8, 6, 9, 16, 12, 17, 14, 3, 13, 19, 11)","(2, 7, 15, 16, 19, 19, 19, 20, 18, 19, 1, 17, 11, 8, 15)","(61, 132, 94, 12, 141, 111, 78, 55, 132, 111, 146, 150, 136, 173, 85)"
7,5,"(4,)","(9,)","(145,)"
7,6,"(17, 5, 0, 12, 8, 6, 19, 13)","(7, 13, 1, 6, 8, 7, 14, 20)","(165, 199, 115, 140, 124, 195, 189, 46)"
7,7,"(17, 2, 9, 0, 18, 8, 11, 3, 14, 4, 19, 5, 10, 1, 16, 13)","(17, 6, 13, 7, 16, 14, 8, 1, 17, 15, 10, 12, 9, 6, 17, 5)","(37, 62, 25, 177, 49, 25, 99, 42, 160, 94, 65, 141, 193, 32, 95, 51)"
8,0,"(3, 17, 11, 15, 7, 13, 19, 12, 8, 1, 16, 6, 9, 2)","(10, 14, 2, 17, 9, 4, 18, 4, 13, 8, 19, 20, 18, 19)","(49, 88, 151, 114, 161, 190, 22, 10, 74, 152, 188, 48, 123, 100)"
8,1,"(16, 0, 10, 5)","(10, 9, 12, 19)","(142, 44, 167, 188)"
8,2,"(15,)","(10,)","(95,)"
8,3,"(5,)","(4,)","(65,)"
8,4,"(11, 7, 15, 19, 16, 10, 2, 13, 18, 0, 1, 3)","(17, 12, 3, 13, 14, 20, 2, 17, 16, 20, 7, 3)","(35, 48, 156, 90, 49, 148, 161, 157, 191, 67, 199, 173)"
8,5,"(17, 0, 6)","(20, 7, 9)","(184, 132, 52)"
8,6,"(7, 4, 16, 18, 6, 5, 2, 10, 13, 14, 0, 1, 17, 8, 3, 12, 19)","(19, 19, 13, 16, 1, 9, 15, 13, 13, 16, 20, 13, 13, 6, 14, 12, 7)","(101, 47, 139, 185, 198, 37, 65, 91, 109, 115, 116, 127, 44, 12, 38, 73, 12)"
9,0,"(17, 19, 10, 5, 4, 0)","(12, 2, 19, 9, 16, 1)","(156, 162, 41, 134, 31, 165)"
9,1,"(13, 7, 2, 6, 19, 5, 16, 17, 8, 12, 11, 4, 1, 14, 15, 3, 18, 0, 10, 9)","(19, 18, 20, 10, 10, 2, 18, 19, 14, 6, 13, 2, 12, 11, 11, 17, 3, 2, 15, 3)","(96, 137, 42, 188, 180, 64, 19, 24, 120, 96, 53, 195, 114, 70, 136, 194, 199, 71, 124, 172)"
9,2,"(18, 14, 16)","(6, 16, 18)","(25, 144, 53)"
9,3,"(0, 19, 7, 8, 14, 1, 4, 16, 18, 11, 9, 2, 12, 6, 5, 13, 15, 17, 10, 3)","(5, 8, 16, 8, 19, 2, 1, 17, 9, 10, 12, 2, 2, 17, 17, 1, 2, 17, 6, 9)","(101, 88, 12, 171, 105, 49, 142, 53, 174, 196, 152, 77, 24, 143, 187, 68, 14, 68, 77, 127)"
9,4,"(16, 15, 14)","(15, 19, 10)","(164, 125, 109)"
10,0,"(10, 12, 13, 0, 6, 15, 17)","(12, 10, 3, 9, 15, 5, 16)","(132, 59, 153, 109, 56, 72, 192)"
10,1,"(12, 7, 13, 4, 11, 19, 5, 6, 14, 16, 2, 0)","(18, 13, 16, 15, 9, 20, 18, 14, 2, 4, 17, 15)","(188, 23, 108, 75, 17, 134, 25, 95, 109, 38, 176, 93)"
10,2,"(3,)","(10,)","(187,)"
10,3,"(15, 14, 9, 17, 16, 13, 1, 8, 2)","(13, 13, 12, 19, 17, 5, 5, 5, 19)","(166, 15, 12, 143, 13, 112, 144, 169, 48)"
10,4,"(18, 17, 14, 4, 7, 11, 1, 8, 16)","(9, 11, 18, 20, 16, 13, 15, 11, 16)","(148, 74, 44, 121, 167, 159, 100, 167, 122)"
10,5,"(16, 1, 18, 12, 13, 3, 15, 6, 19, 4, 9, 11, 8, 2, 5, 0, 17, 14, 7)","(12, 12, 11, 2, 12, 10, 6, 10, 1, 12, 20, 12, 11, 1, 7, 17, 12, 6, 2)","(71, 182, 35, 183, 181, 168, 169, 76, 164, 164, 73, 106, 116, 181, 102, 59, 56, 49, 132)"
10,6,"(11, 0, 3, 15, 5, 17, 8, 14, 18, 1, 6, 2, 7, 16)","(9, 3, 18, 1, 5, 3, 5, 5, 20, 3, 5, 17, 13, 8)","(131, 147, 106, 114, 78, 56, 31, 188, 69, 170, 170, 138, 164, 132)"
10,7,"(9,)","(12,)","(16,)"
10,8,"(18,)","(13,)","(197,)"
10,9,"(11, 10, 13, 12, 5)","(16, 17, 12, 2, 6)","(138, 146, 158, 67, 164)"
11,0,"(1, 4, 18, 0, 17, 7, 13, 8, 15, 5, 6, 2, 19, 12, 11, 9, 16)","(7, 1, 5, 5, 16, 11, 18, 8, 8, 10, 10, 9, 17, 11, 10, 6, 4)","(157, 106, 15, 185, 130, 127, 108, 181, 150, 75, 96, 129, 102, 144, 15, 112, 120)"
11,1,"(9, 12, 14, 1, 5)","(7, 17, 19, 7, 14)","(150, 99, 43, 121, 49)"
11,2,"(19, 12, 5, 0, 10, 8, 14, 18, 4, 9, 13, 6, 1, 3, 7)","(9, 14, 8, 13, 9, 6, 5, 2, 19, 8, 10, 15, 1, 2, 17)","(190, 25, 68, 170, 20, 108, 77, 118, 129, 57, 82, 190, 124, 112, 148)"
11,3,"(9, 12, 19, 4, 18, 5, 8, 3, 13)","(15, 7, 9, 7, 7, 17, 17, 2, 20)","(66, 126, 83, 64, 142, 58, 27, 132, 122)"
11,4,"(14, 3)","(10, 6)","(46, 174)"
11,5,"(7, 13, 11)","(14, 12, 19)","(26, 65, 99)"
12,0,"(11,)","(9,)","(19,)"
12,1,"(10, 3, 5, 8, 0, 13, 16, 18)","(19, 18, 1, 20, 14, 19, 2, 13)","(63, 77, 154, 24, 38, 153, 39, 130)"
12,2,"(4, 18, 6, 11, 1, 10, 0, 9, 12, 7, 14, 5, 17, 2, 3, 13, 8, 15, 19)","(13, 5, 11, 10, 14, 19, 13, 11, 5, 16, 7, 9, 1, 14, 9, 16, 10, 3, 8)","(171, 38, 142, 17, 146, 141, 11, 98, 184, 89, 169, 65, 142, 111, 25, 197, 80, 77, 124)"
12,3,"(13, 1, 7, 5, 0, 15, 2)","(6, 14, 8, 6, 17, 16, 19)","(116, 136, 132, 48, 30, 180, 140)"
12,4,"(7, 1, 8, 13, 3, 0, 5, 15, 2, 11, 10, 4, 9, 19, 16, 6, 14, 12)","(8, 1, 2, 14, 12, 3, 6, 19, 9, 4, 1, 12, 16, 15, 19, 6, 8, 10)","(82, 11, 49, 190, 14, 140, 200, 24, 160, 174, 123, 26, 180, 40, 181, 178, 58, 14)"
12,5,"(9, 16, 18, 3, 10, 5)","(6, 20, 2, 4, 6, 5)","(29, 174, 15, 10, 75, 65)"
13,0,"(6, 11, 10)","(20, 7, 2)","(87, 106, 24)"
13,1,"(1, 4)","(13, 6)","(123, 163)"
13,2,"(10, 0, 15, 14, 6, 12, 3, 1, 5, 11, 2, 17, 16, 9, 4, 18, 13)","(16, 12, 17, 1, 18, 6, 1, 10, 10, 2, 5, 16, 2, 2, 10, 13, 10)","(11, 90, 82, 117, 149, 45, 181, 99, 62, 193, 55, 105, 92, 96, 48, 55, 138)"
13,3,"(10, 0, 14, 3, 7, 1, 2, 9, 4, 12, 15, 6, 13, 17, 16)","(14, 19, 11, 10, 10, 11, 6, 1, 14, 19, 12, 3, 11, 18, 12)","(30, 193, 94, 185, 192, 126, 74, 170, 68, 87, 177, 72, 156, 12, 130)"
13,4,"(1,)","(12,)","(16,)"
13,5,"(14, 18, 16, 1, 0, 10)","(19, 6, 18, 6, 11, 16)","(69, 29, 13, 191, 129, 129)"
