kind,task,machine_selectable,process_time
4,0,"(10, 2, 6, 5, 8, 14, 11, 9, 7, 12, 4, 1, 0, 13, 3)","(11, 17, 9, 4, 18, 5, 11, 2, 2, 15, 13, 9, 19, 3, 15)"
4,1,"(14, 0)","(14, 17)"
4,2,"(0, 9)","(13, 1)"
4,3,"(9, 11, 1, 13, 5, 14, 10, 6, 12, 0, 2, 7, 4)","(10, 3, 18, 20, 4, 13, 12, 8, 9, 1, 1, 19, 13)"
4,4,"(6, 14, 10, 4, 7)","(19, 1, 2, 20, 18)"
4,5,"(10, 0, 11, 3, 8, 5, 2, 12, 7, 6)","(11, 14, 7, 3, 12, 7, 14, 20, 11, 2)"
4,6,"(12,)","(7,)"
4,7,"(9, 14, 5, 7, 2, 11, 0, 10, 8, 13, 6, 4, 1)","(16, 7, 4, 4, 1, 16, 3, 4, 2, 14, 18, 15, 14)"
4,8,"(4, 9, 12, 14)","(3, 15, 1, 13)"
4,9,"(11, 4, 9, 5, 6)","(13, 18, 14, 17, 19)"
5,0,"(1, 7, 8)","(19, 12, 16)"
5,1,"(0,)","(2,)"
5,2,"(13, 6, 9, 2, 10, 11)","(3, 19, 15, 7, 15, 1)"
5,3,"(1, 5, 14, 11, 8, 3, 9, 2, 7, 12, 13, 4, 10, 6)","(11, 18, 18, 15, 15, 14, 12, 20, 14, 14, 14, 13, 9, 8)"
5,4,"(9, 5, 12)","(16, 14, 7)"
5,5,"(12, 13, 11, 6, 0, 3, 7, 2, 1, 10, 9, 8)","(10, 20, 13, 20, 5, 13, 19, 15, 9, 15, 1, 3)"
6,0,"(4, 12)","(14, 8)"
6,1,"(14, 6, 1, 12, 4, 8, 10, 0, 2)","(2, 19, 12, 17, 12, 3, 20, 7, 12)"
6,2,"(10, 4, 13, 3, 11, 9, 14, 1, 12)","(17, 13, 7, 4, 2, 17, 14, 2, 16)"
6,3,"(12, 8, 14, 5, 3, 0)","(10, 19, 9, 1, 20, 8)"
6,4,"(9, 12, 3, 5, 6, 0, 4, 7, 2, 13)","(15, 17, 5, 8, 8, 9, 10, 1, 20, 10)"
6,5,"(5, 8, 1, 13, 10, 7, 14, 0, 3, 2, 9, 4, 12, 6)","(17, 19, 12, 6, 12, 9, 1, 19, 1, 19, 6, 9, 15, 4)"
7,0,"(3, 4, 1, 13)","(9, 10, 6, 19)"
7,1,"(12, 11, 1, 9)","(1, 17, 7, 13)"
7,2,"(1, 2, 13, 12, 0, 4, 9, 8, 10, 6, 7, 14, 3)","(5, 15, 4, 5, 19, 8, 19, 16, 14, 10, 13, 20, 20)"
7,3,"(1, 14, 8, 13, 3, 10)","(17, 2, 9, 2, 8, 13)"
7,4,"(1, 8)","(12, 13)"
7,5,"(8, 10, 14, 12, 9, 2, 13, 3, 1, 6)","(1, 1, 15, 5, 3, 19, 7, 1, 13, 12)"
7,6,"(12, 14, 11, 9, 10, 4, 13, 8, 5, 7)","(4, 11, 6, 4, 8, 18, 11, 20, 16, 7)"
7,7,"(1, 5, 4, 11, 14, 2, 12, 7, 10, 8)","(13, 20, 7, 4, 8, 10, 12, 9, 15, 3)"
7,8,"(10, 6, 2, 9, 13, 7, 12, 1, 14)","(4, 8, 10, 17, 19, 2, 4, 12, 11)"
8,0,"(6, 7, 9, 0, 10, 13, 8, 14, 12, 3, 5, 4, 1, 2, 11)","(10, 1, 18, 8, 14, 9, 5, 13, 12, 2, 16, 20, 6, 13, 18)"
8,1,"(6,)","(14,)"
8,2,"(12, 8, 3, 0, 6, 5, 13, 10, 7, 14)","(11, 5, 14, 8, 7, 13, 5, 1, 3, 8)"
8,3,"(1, 8, 10, 6, 3, 13, 7, 12, 11, 5, 14, 2, 4, 0, 9)","(18, 6, 3, 7, 13, 17, 11, 15, 13, 13, 10, 20, 20, 11, 9)"
8,4,"(3, 12, 10, 5)","(4, 14, 14, 7)"
9,0,"(14, 10, 8, 9)","(10, 17, 20, 3)"
9,1,"(4, 3, 10, 12, 9, 8, 14, 0, 6, 5, 2, 7, 11, 1, 13)","(13, 14, 12, 15, 4, 13, 6, 8, 14, 19, 12, 9, 14, 6, 7)"
9,2,"(9, 11, 0, 13, 4, 7, 14, 8, 5, 6)","(11, 3, 18, 9, 10, 20, 9, 7, 14, 13)"
9,3,"(5, 4)","(17, 2)"
9,4,"(0, 9, 3, 10, 8, 4, 6, 7)","(2, 4, 1, 20, 14, 5, 7, 13)"
9,5,"(6, 14, 12, 0, 2, 3, 11, 13, 9, 5)","(19, 4, 12, 7, 18, 16, 16, 8, 19, 18)"
10,0,"(13, 10, 9, 1, 0, 8, 2, 5, 11, 4, 3, 6)","(11, 2, 3, 6, 20, 18, 2, 15, 13, 10, 17, 13)"
10,1,"(4, 2, 10)","(3, 9, 17)"
10,2,"(3, 0, 4, 8, 2, 9, 7, 12, 11, 13)","(12, 13, 17, 16, 13, 12, 14, 15, 5, 8)"
10,3,"(1, 6, 8, 9, 12)","(13, 11, 2, 4, 6)"
10,4,"(2, 0, 12, 14, 13, 8, 10, 3, 1, 5, 11, 6)","(3, 13, 12, 12, 6, 9, 2, 14, 12, 19, 14, 16)"
10,5,"(12,)","(7,)"
10,6,"(9, 4, 12, 11, 1)","(16, 3, 17, 14, 18)"
11,0,"(1, 12, 0, 5, 3, 13, 11, 10, 2)","(12, 2, 2, 11, 8, 8, 11, 7, 4)"
11,1,"(2, 0, 13, 3, 14, 1, 12, 10)","(16, 3, 20, 5, 15, 12, 8, 4)"
11,2,"(12, 6, 9, 11, 7, 10)","(6, 17, 4, 17, 6, 3)"
11,3,"(7,)","(19,)"
11,4,"(3, 4, 13, 0, 12, 7, 5, 14, 1)","(6, 4, 9, 12, 12, 7, 20, 5, 9)"
11,5,"(12, 0, 1, 11, 5, 7, 3)","(4, 16, 1, 16, 5, 9, 16)"
11,6,"(5, 10)","(6, 14)"
11,7,"(12, 10, 11, 2, 9, 13, 3, 6, 8, 14, 4)","(4, 20, 14, 7, 6, 14, 10, 3, 13, 9, 20)"
12,0,"(6, 13, 4, 9, 3)","(16, 13, 4, 12, 18)"
12,1,"(13, 12, 2, 10, 11, 14, 8, 3, 9)","(9, 3, 13, 10, 19, 10, 1, 15, 8)"
12,2,"(5, 11, 6, 9, 13, 8, 12, 4, 14, 1, 0, 2, 10)","(19, 15, 14, 11, 18, 16, 20, 4, 18, 11, 20, 9, 7)"
12,3,"(4, 2, 7, 6)","(15, 10, 14, 18)"
12,4,"(0, 8, 2, 13, 12, 5)","(10, 12, 3, 16, 3, 18)"
