kind,task,machine_selectable,process_time,power
2,7,"(17, 19, 13, 11, 7, 12, 8, 15, 9, 14)","(13, 6, 18, 8, 8, 7, 2, 19, 9, 19)","(50, 145, 200, 58, 189, 41, 77, 154, 114, 177)"
3,0,"(14, 2, 12, 11, 3, 4, 8, 1, 0, 13, 7, 10, 6, 17)","(4, 20, 15, 17, 13, 1, 20, 16, 2, 15, 15, 19, 11, 5)","(140, 162, 97, 165, 155, 111, 136, 92, 25, 103, 37, 77, 115, 16)"
3,1,"(16, 8, 15, 18, 11)","(4, 16, 9, 9, 17)","(99, 79, 114, 175, 22)"
3,2,"(2, 1, 8, 18, 11, 3, 6, 12, 19, 14, 10, 17, 7, 4)","(13, 15, 5, 6, 2, 10, 15, 16, 19, 1, 16, 14, 6, 18)","(161, 187, 171, 184, 61, 128, 180, 76, 91, 175, 177, 155, 45, 145)"
3,3,"(18, 0, 9, 4, 16, 13, 19, 2, 14, 10, 12, 11, 8)","(15, 4, 1, 9, 9, 18, 2, 6, 8, 9, 6, 2, 9)","(135, 83, 62, 76, 101, 82, 141, 170, 173, 150, 125, 151, 45)"
3,4,"(10, 17, 18, 6, 1)","(3, 13, 18, 5, 20)","(120, 51, 129, 70, 121)"
4,0,"(16, 5, 18, 7, 19, 3, 0, 4, 2, 12, 10, 15, 14, 8, 9, 17, 1, 13, 11, 6)","(4, 11, 12, 18, 18, 3, 12, 3, 1, 20, 7, 3, 12, 5, 1, 9, 6, 3, 7, 5)","(91, 17, 162, 17, 43, 49, 34, 68, 12, 197, 64, 151, 43, 86, 119, 125, 189, 54, 45, 39)"
4,1,"(3, 11, 10, 17, 9, 0, 8, 13, 14, 15, 6, 4, 18, 1, 7, 12, 19, 5, 2, 16)","(15, 8, 14, 6, 18, 12, 7, 10, 13, 14, 10, 20, 17, 16, 18, 4, 17, 6, 16, 3)","(50, 199, 105, 162, 17, 137, 49, 122, 106, 119, 135, 134, 133, 174, 197, 124, 158, 23, 35, 23)"
4,2,"(17, 14, 0, 6, 10, 12)","(14, 4, 15, 20, 11, 18)","(88, 124, 44, 140, 98, 127)"
4,3,"(12,)","(13,)","(63,)"
4,4,"(9, 10, 6, 1, 17, 0, 18, 5, 3)","(7, 12, 12, 9, 15, 5, 7, 6, 13)","(193, 73, 194, 197, 49, 49, 160, 157, 48)"
4,5,"(18, 15, 6, 7, 1, 5)","(3, 13, 6, 9, 3, 9)","(19, 166, 27, 120, 21, 123)"
4,6,"(1, 13, 7, 17, 18, 10, 8)","(15, 1, 3, 3, 19, 7, 19)","(72, 182, 54, 117, 181, 182, 165)"
4,7,"(8, 2, 11, 3, 15, 0, 9, 19, 12, 4, 5)","(20, 9, 16, 7, 12, 3, 13, 15, 20, 11, 12)","(187, 45, 90, 44, 55, 27, 143, 178, 142, 52, 174)"
4,8,"(6, 9, 10, 7, 2, 0)","(19, 8, 11, 9, 10, 5)","(45, 198, 171, 36, 103, 121)"
4,9,"(7, 9, 19, 16, 8, 5, 18, 3, 1)","(17, 19, 4, 16, 10, 20, 17, 4, 15)","(88, 18, 103, 85, 103, 160, 103, 97, 91)"
5,0,"(10, 14, 16, 1, 9, 17, 3, 18, 5, 15, 12, 19)","(10, 9, 17, 5, 16, 4, 18, 16, 6, 14, 19, 16)","(189, 94, 134, 103, 128, 33, 60, 35, 11, 186, 199, 121)"
5,1,"(19, 9)","(1, 1)","(136, 86)"
5,2,"(13, 5, 3, 18, 0, 14, 19, 12, 16)","(8, 18, 10, 3, 17, 17, 10, 6, 3)","(73, 69, 119, 159, 33, 52, 116, 86, 177)"
5,3,"(2, 10, 6, 17, 14, 18, 19, 9, 12, 13, 16, 15, 4, 1, 7, 8, 0, 11)","(18, 5, 9, 20, 11, 1, 19, 10, 18, 15, 15, 14, 16, 4, 9, 8, 15, 18)","(95, 57, 120, 144, 184, 21, 113, 188, 127, 116, 13, 156, 80, 149, 62, 60, 131, 183)"
5,4,"(19, 14, 7, 0, 4, 15, 3, 6, 18, 9, 11, 5, 10, 8)","(10, 11, 19, 9, 16, 18, 14, 7, 20, 5, 4, 1, 20, 10)","(140, 161, 77, 67, 57, 56, 140, 179, 106, 32, 141, 95, 30, 148)"
5,5,"(4, 1, 13, 5, 10, 11, 8, 14, 17, 18, 3, 16, 2)","(3, 17, 9, 2, 19, 18, 18, 14, 18, 17, 3, 18, 9)","(47, 135, 12, 199, 108, 171, 86, 167, 118, 139, 100, 155, 76)"
5,6,"(19, 4, 14, 6, 16, 15, 7, 5, 1, 2, 17)","(10, 11, 6, 16, 16, 10, 7, 4, 13, 9, 13)","(86, 134, 22, 123, 78, 130, 183, 99, 138, 99, 60)"
6,0,"(0, 13, 17, 11, 7)","(20, 5, 16, 9, 9)","(148, 23, 20, 193, 135)"
6,1,"(19, 7, 1, 11, 4, 13, 12)","(1, 10, 4, 17, 6, 19, 11)","(103, 83, 105, 29, 48, 48, 41)"
6,2,"(16, 12, 17, 6, 2, 19, 5)","(2, 18, 3, 15, 6, 14, 12)","(195, 89, 36, 74, 37, 123, 135)"
6,3,"(3, 9, 7, 10, 0, 8, 18, 14, 4, 11, 17, 2, 19, 16, 1, 5, 15, 13)","(14, 17, 20, 15, 19, 5, 7, 11, 8, 17, 8, 20, 17, 2, 15, 20, 12, 6)","(88, 22, 145, 134, 179, 146, 127, 48, 31, 64, 56, 68, 15, 134, 106, 48, 154, 140)"
6,4,"(15, 3, 9, 0, 5, 12, 1, 13, 7, 6, 2, 4, 16, 11, 17, 18, 19, 14)","(2, 17, 13, 6, 10, 3, 1, 10, 20, 12, 6, 6, 4, 2, 4, 9, 17, 17)","(162, 76, 196, 135, 150, 73, 195, 55, 83, 125, 118, 56, 156, 128, 97, 178, 31, 143)"
6,5,"(13, 10, 15, 7, 2, 5, 11)","(15, 6, 2, 10, 16, 14, 12)","(45, 176, 23, 138, 198, 78, 132)"
6,6,"(6, 16, 14, 10, 3, 9, 17, 8, 7, 4, 1, 0, 15, 13, 11, 5, 18, 19)","(18, 13, 9, 11, 20, 12, 19, 16, 9, 16, 18, 1, 8, 11, 10, 18, 14, 18)","(107, 89, 113, 112, 20, 94, 38, 93, 22, 55, 58, 134, 120, 57, 100, 106, 81, 50)"
6,7,"(6, 4, 5, 9, 8, 2)","(18, 18, 12, 18, 14, 18)","(76, 143, 119, 147, 164, 150)"
6,8,"(10, 1, 19, 7, 14, 18, 4, 9, 5, 6, 17, 2, 12, 11, 3, 15, 0, 8, 13, 16)","(20, 7, 5, 4, 2, 18, 6, 1, 7, 8, 18, 10, 13, 17, 15, 17, 19, 4, 13, 10)","(82, 125, 90, 31, 197, 26, 185, 114, 145, 166, 30, 145, 98, 29, 183, 78, 59, 92, 147, 129)"
6,9,"(0, 15, 5, 18, 16, 1, 8, 9, 10, 14, 6, 17, 11, 12)","(4, 20, 12, 16, 14, 19, 20, 11, 2, 17, 6, 19, 2, 1)","(15, 31, 25, 105, 191, 152, 111, 147, 24, 145, 200, 47, 118, 51)"
7,0,"(6, 17, 14, 18, 2, 4, 8)","(6, 5, 6, 15, 19, 11, 9)","(21, 61, 54, 186, 11, 165, 111)"
7,1,"(8, 6, 14, 15, 9, 13)","(15, 5, 9, 1, 2, 5)","(63, 89, 39, 100, 102, 106)"
7,2,"(19, 6, 5, 13, 12, 2, 1, 3, 7, 16, 14, 4, 0, 9, 11, 15, 17)","(11, 10, 12, 8, 17, 1, 16, 6, 14, 17, 4, 13, 1, 4, 15, 4, 12)","(30, 135, 126, 141, 140, 80, 145, 88, 135, 121, 59, 105, 150, 65, 79, 144, 129)"
7,3,"(0, 16, 3, 2, 7, 4, 13, 17, 11, 1, 5, 18, 6, 14, 9, 19)","(7, 14, 19, 8, 13, 17, 7, 4, 17, 12, 19, 13, 3, 11, 13, 17)","(90, 23, 76, 150, 13, 42, 159, 142, 18, 37, 113, 29, 43, 17, 116, 155)"
7,4,"(8, 13, 3, 16)","(8, 10, 12, 19)","(53, 96, 64, 125)"
7,5,"(19, 0, 10, 15, 9, 17, 11, 5, 8, 7, 6)","(17, 8, 2, 19, 2, 16, 5, 4, 6, 17, 3)","(16, 159, 163, 193, 123, 142, 135, 128, 54, 91, 65)"
7,6,"(16, 17, 11, 1, 14, 6, 3, 18, 10, 19)","(7, 14, 18, 3, 14, 13, 20, 8, 8, 14)","(46, 191, 36, 46, 172, 189, 91, 37, 110, 67)"
7,7,"(2,)","(19,)","(142,)"
7,8,"(2, 8, 1, 16, 15)","(1, 19, 20, 1, 11)","(23, 120, 165, 116, 10)"
7,9,"(1,)","(15,)","(156,)"
8,0,"(14, 13, 2, 3, 12)","(2, 19, 5, 5, 4)","(36, 42, 114, 109, 138)"
8,1,"(12, 11, 5, 13, 14, 9, 17, 7, 1, 16, 15, 6, 19, 8)","(4, 4, 13, 2, 8, 9, 7, 8, 3, 1, 7, 16, 15, 7)","(130, 171, 80, 18, 46, 91, 47, 167, 126, 50, 101, 27, 39, 11)"
8,2,"(7, 3, 16, 1, 5, 2, 14, 17, 0, 8, 12, 11, 9, 10, 19, 13, 4, 6, 18)","(9, 16, 11, 7, 19, 8, 13, 20, 19, 8, 18, 5, 4, 12, 9, 20, 1, 17, 14)","(58, 84, 89, 185, 176, 41, 108, 47, 170, 188, 190, 96, 153, 110, 168, 40, 156, 73, 84)"
8,3,"(19,)","(6,)","(158,)"
8,4,"(0, 7, 11, 8, 1, 12, 9, 3, 16, 14, 6, 4, 17, 18, 13, 10, 19)","(19, 14, 17, 12, 17, 20, 5, 3, 11, 2, 9, 15, 17, 8, 18, 8, 13)","(175, 112, 58, 68, 84, 102, 40, 146, 167, 58, 106, 193, 194, 195, 110, 95, 90)"
8,5,"(19, 10, 3, 17, 1, 5, 13, 11, 4, 2, 8, 18, 0, 15, 16, 12, 14, 7, 9, 6)","(4, 9, 15, 10, 10, 10, 18, 15, 19, 15, 10, 13, 6, 8, 12, 6, 12, 11, 7, 16)","(165, 69, 71, 49, 125, 48, 173, 62, 135, 89, 152, 115, 100, 130, 66, 175, 88, 116, 100, 62)"
9,0,"(8,)","(12,)","(89,)"
9,1,"(0, 14, 8, 1, 18, 11, 9, 13, 16, 3, 5, 7, 12, 6, 2, 4, 17, 15, 19)","(18, 19, 4, 13, 11, 1, 9, 18, 9, 20, 15, 2, 18, 20, 1, 20, 1, 6, 11)","(52, 30, 160, 49, 50, 129, 45, 25, 96, 182, 159, 153, 180, 158, 194, 73, 161, 32, 47)"
9,2,"(14, 15, 1, 7, 16, 4, 19, 8, 0, 13, 3, 17)","(15, 12, 10, 18, 14, 19, 15, 14, 10, 11, 15, 1)","(197, 199, 76, 196, 99, 96, 13, 106, 100, 188, 132, 42)"
9,3,"(10,)","(1,)","(34,)"
9,4,"(16, 6, 9, 12, 5)","(1, 10, 9, 12, 6)","(160, 116, 14, 57, 86)"
9,5,"(13, 14, 7)","(14, 5, 15)","(83, 105, 133)"
9,6,"(12, 11, 18, 1, 14, 17, 15, 19, 0)","(9, 5, 11, 8, 3, 19, 2, 8, 7)","(36, 78, 50, 197, 82, 52, 94, 174, 128)"
10,0,"(18, 6, 10)","(20, 11, 8)","(34, 186, 159)"
10,1,"(6, 15, 13, 18, 16, 8, 3, 14, 1, 5, 17, 0, 19, 2, 9)","(13, 8, 5, 11, 9, 16, 10, 7, 11, 1, 17, 10, 14, 7, 2)","(180, 164, 183, 113, 171, 117, 170, 47, 32, 186, 32, 102, 70, 68, 149)"
10,2,"(19, 14, 1, 2, 4, 3, 6, 10, 18, 16, 12, 5, 17, 8, 9, 15, 13, 11, 0)","(19, 20, 3, 16, 5, 16, 3, 10, 16, 11, 12, 9, 19, 7, 13, 20, 7, 2, 8)","(170, 196, 181, 30, 145, 136, 94, 75, 24, 162, 100, 143, 106, 123, 87, 30, 75, 141, 180)"
10,3,"(0, 11, 3, 16, 8, 1, 14, 7, 9, 13, 4, 6, 19, 17)","(14, 5, 11, 2, 10, 7, 7, 5, 1, 12, 11, 19, 20, 5)","(110, 148, 174, 53, 153, 127, 25, 195, 119, 37, 106, 70, 166, 33)"
10,4,"(17, 2, 15, 11, 9, 8, 18, 7)","(10, 7, 2, 11, 17, 7, 6, 17)","(29, 137, 145, 57, 73, 128, 38, 113)"
10,5,"(12, 18, 15, 17, 7, 19, 9)","(7, 5, 6, 12, 11, 12, 15)","(168, 51, 160, 190, 56, 124, 92)"
10,6,"(16, 10, 13, 15)","(1, 12, 5, 15)","(106, 141, 180, 180)"
11,0,"(6, 7)","(3, 15)","(109, 90)"
11,1,"(8, 6)","(7, 3)","(187, 27)"
11,2,"(4, 0, 5, 15, 7)","(19, 7, 20, 15, 11)","(94, 22, 147, 140, 134)"
11,3,"(4, 3)","(4, 9)","(147, 59)"
11,4,"(11, 17, 12, 8, 16, 19, 0)","(15, 15, 8, 19, 5, 16, 16)","(197, 72, 46, 146, 39, 13, 99)"
11,5,"(19, 2, 4, 16, 13, 15, 7, 0, 5, 14, 17, 12, 6, 11, 3, 10)","(7, 17, 13, 6, 8, 16, 16, 14, 7, 3, 15, 20, 18, 12, 7, 5)","(182, 155, 199, 199, 89, 122, 134, 128, 136, 24, 46, 183, 110, 131, 104, 68)"
12,0,"(4, 17, 5, 2)","(17, 11, 15, 18)","(61, 106, 74, 142)"
12,1,"(16, 12, 6, 7)","(1, 7, 10, 15)","(123, 100, 121, 85)"
12,2,"(2, 4)","(7, 1)","(93, 137)"
12,3,"(18, 0, 4, 12, 13, 5, 8, 9)","(3, 16, 16, 6, 10, 10, 20, 8)","(102, 144, 125, 105, 192, 113, 23, 195)"
12,4,"(13, 17, 11, 10, 5, 15, 12, 0, 8, 6, 9, 18, 1, 14, 19, 4)","(10, 8, 18, 8, 18, 2, 6, 3, 15, 19, 8, 8, 9, 20, 1, 1)","(26, 31, 52, 162, 160, 190, 104, 172, 180, 179, 59, 88, 70, 102, 50, 146)"
12,5,"(2, 3, 15, 18)","(9, 20, 16, 10)","(180, 179, 148, 165)"
13,0,"(17,)","(4,)","(197,)"
13,1,"(3, 16, 4, 7, 6, 15, 9, 13, 0, 19, 10, 18, 1)","(17, 5, 1, 13, 13, 17, 1, 4, 3, 18, 2, 15, 16)","(21, 130, 124, 125, 128, 12, 45, 139, 126, 24, 192, 172, 78)"
13,2,"(3, 11, 1, 9, 2, 15, 6, 4, 19, 0, 17, 16, 18, 5, 7)","(3, 20, 7, 20, 11, 15, 15, 3, 18, 11, 5, 17, 15, 9, 18)","(24, 200, 29, 71, 73, 24, 158, 87, 142, 62, 68, 183, 88, 94, 85)"
13,3,"(10, 6, 15, 2, 12)","(14, 15, 6, 6, 3)","(62, 57, 132, 25, 10)"
13,4,"(2, 4, 10, 9, 18, 15, 13, 0, 1, 5, 11, 7, 6, 17, 14, 3, 8, 16, 19, 12)","(15, 2, 14, 19, 11, 9, 18, 20, 18, 7, 17, 9, 20, 19, 2, 16, 20, 16, 13, 11)","(179, 191, 164, 199, 78, 136, 123, 59, 158, 182, 188, 170, 17, 51, 30, 24, 123, 194, 69, 84)"
13,5,"(8, 18, 3, 2, 6, 5, 4, 7, 17, 15, 13, 12, 11, 1, 16, 0, 10, 9)","(6, 16, 4, 9, 3, 4, 19, 19, 10, 14, 16, 7, 2, 5, 4, 10, 19, 6)","(64, 59, 148, 58, 200, 128, 200, 39, 179, 125, 129, 48, 185, 164, 117, 121, 32, 176)"
13,6,"(16, 10, 1, 0, 7, 5, 4, 13)","(1, 3, 13, 18, 6, 5, 18, 4)","(33, 95, 152, 15, 136, 16, 16, 114)"
