kind,task,machine_selectable,process_time
4,5,"(4, 11)","(15, 7)"
4,6,"(7, 14, 11, 8, 13, 12, 4, 10, 1, 2, 6)","(19, 1, 8, 6, 18, 18, 7, 13, 7, 8, 10)"
5,0,"(1, 0, 13, 9, 14, 8, 10, 5, 4, 6, 3)","(15, 20, 7, 18, 7, 17, 16, 2, 20, 14, 17)"
5,1,"(10, 5, 12, 9, 7, 2)","(20, 2, 12, 17, 19, 20)"
5,2,"(12, 11, 5, 10, 8, 6, 13, 3, 7, 0, 2, 14, 1)","(18, 1, 4, 11, 5, 8, 9, 6, 15, 10, 8, 10, 16)"
5,3,"(8, 10, 11, 7, 14, 4, 5, 2, 13, 12, 0, 6, 9)","(6, 18, 17, 4, 4, 11, 2, 10, 15, 20, 4, 4, 3)"
5,4,"(1, 5, 0)","(13, 5, 20)"
5,5,"(7, 2, 14, 3, 4, 1, 9, 0, 11, 12, 8, 6, 13, 5)","(4, 19, 1, 10, 15, 1, 9, 13, 9, 18, 16, 16, 18, 1)"
5,6,"(5, 14, 12, 8, 10)","(6, 5, 15, 6, 12)"
5,7,"(14, 0, 7, 1, 11, 6, 9, 4, 2, 5, 12, 13, 8, 3)","(4, 17, 18, 8, 2, 16, 20, 6, 13, 17, 20, 18, 4, 4)"
6,0,"(12, 2, 6)","(19, 14, 2)"
6,1,"(2, 3, 13, 6, 7, 14)","(8, 7, 5, 10, 14, 15)"
6,2,"(6, 13, 1, 5, 3, 8, 14)","(15, 3, 12, 14, 20, 2, 5)"
6,3,"(3, 4, 10, 6)","(13, 7, 10, 5)"
6,4,"(1, 2, 6, 0, 9, 14, 10, 7, 3, 12, 13, 4, 8, 11)","(16, 20, 5, 1, 7, 6, 20, 19, 17, 10, 19, 14, 16, 4)"
6,5,"(2, 6, 9)","(18, 9, 3)"
6,6,"(14, 6, 1, 12, 3, 9, 8)","(5, 7, 20, 19, 10, 7, 17)"
6,7,"(11, 6)","(4, 12)"
6,8,"(12, 1, 13, 9, 11, 3, 14, 0, 2, 6, 4, 5, 7)","(18, 17, 12, 20, 19, 11, 1, 17, 2, 3, 6, 8, 11)"
6,9,"(10, 6, 8, 5, 7, 14, 12, 13, 11, 9)","(10, 20, 14, 18, 10, 10, 16, 19, 5, 4)"
7,0,"(8, 13)","(16, 11)"
7,1,"(6, 5, 14, 11, 8, 4)","(19, 15, 8, 8, 7, 17)"
7,2,"(14, 11, 9)","(7, 14, 19)"
7,3,"(0, 3, 9, 4, 14, 2, 11, 1, 13, 7, 8, 10, 5, 12, 6)","(2, 17, 12, 3, 10, 14, 15, 5, 18, 5, 6, 16, 3, 20, 17)"
7,4,"(1, 13, 3, 4, 6, 11, 8, 0, 7, 10)","(20, 18, 3, 2, 12, 1, 1, 5, 15, 7)"
7,5,"(13, 1, 9, 14, 6, 0, 10, 3)","(19, 10, 6, 1, 6, 4, 13, 15)"
7,6,"(8, 5)","(20, 1)"
7,7,"(2, 12, 10, 1, 14, 7, 8, 0, 3, 9)","(20, 8, 2, 3, 19, 9, 12, 12, 12, 9)"
7,8,"(0, 5, 1)","(1, 18, 10)"
8,0,"(7, 8, 5, 2, 12, 9, 6, 11, 13)","(20, 3, 19, 12, 3, 19, 11, 16, 14)"
8,1,"(5,)","(7,)"
8,2,"(7, 3, 0, 10, 12, 9, 8, 2)","(11, 20, 20, 16, 11, 16, 16, 8)"
8,3,"(3,)","(10,)"
8,4,"(12, 6, 3, 4, 7, 14, 1, 10, 13, 11, 2, 9, 0, 5, 8)","(12, 20, 20, 14, 18, 5, 15, 5, 12, 4, 2, 7, 18, 14, 13)"
8,5,"(3, 6, 11, 12, 1)","(13, 8, 18, 15, 2)"
8,6,"(2, 12, 0, 3, 10, 7, 14, 4, 5)","(11, 10, 19, 3, 18, 4, 6, 4, 20)"
9,0,"(8, 0, 11, 6, 1, 14)","(10, 9, 16, 13, 2, 13)"
9,1,"(13, 2, 9, 10, 0, 4, 5, 11, 7, 12, 8, 3, 1, 6)","(19, 18, 13, 6, 20, 11, 7, 18, 14, 7, 19, 10, 8, 12)"
9,2,"(7, 9, 0, 3, 13, 14, 2, 12)","(19, 3, 2, 20, 8, 6, 17, 19)"
9,3,"(8, 12, 11, 2, 1, 6, 9)","(8, 1, 20, 12, 19, 18, 19)"
9,4,"(1, 8, 11, 12, 0, 5, 4, 9, 14, 3, 7, 2)","(6, 18, 9, 8, 20, 6, 14, 20, 5, 7, 12, 14)"
9,5,"(13, 8, 6, 1, 4, 7, 3, 10, 2, 0)","(1, 17, 3, 18, 13, 16, 19, 8, 17, 17)"
10,0,"(14, 5, 4, 3)","(20, 19, 12, 14)"
10,1,"(11, 5, 10, 8, 1, 14, 4, 2, 12)","(16, 8, 1, 16, 8, 11, 18, 19, 12)"
10,2,"(7, 6, 5, 2)","(3, 12, 4, 14)"
10,3,"(3, 12)","(3, 17)"
10,4,"(13, 3, 9, 10, 0, 1, 4, 7)","(8, 16, 11, 13, 14, 16, 17, 19)"
10,5,"(6, 10, 5, 12, 14, 1, 11, 13, 4, 2)","(19, 7, 4, 19, 17, 9, 10, 17, 10, 16)"
10,6,"(10, 8, 0, 14)","(16, 1, 16, 11)"
10,7,"(7, 10, 8, 9, 13, 14, 1, 11, 6, 3, 5)","(19, 11, 1, 12, 2, 16, 5, 14, 4, 12, 4)"
10,8,"(3, 6, 9, 7, 0, 2, 5, 8, 12, 4, 13, 14, 1)","(18, 17, 11, 12, 6, 14, 15, 15, 9, 16, 12, 10, 6)"
10,9,"(12, 2, 11, 8, 6)","(13, 13, 19, 7, 11)"
11,0,"(6, 2, 0, 4, 7, 11, 5)","(2, 6, 17, 7, 8, 6, 20)"
11,1,"(5, 13)","(19, 11)"
11,2,"(2, 13, 6, 0, 12, 11, 1, 4, 7, 14, 3, 5, 9)","(4, 12, 19, 4, 20, 15, 2, 1, 1, 16, 8, 5, 19)"
11,3,"(14, 5, 2, 6, 3, 13, 8, 12, 7, 10, 0, 9, 11)","(8, 9, 16, 17, 5, 4, 6, 10, 11, 12, 15, 4, 5)"
11,4,"(3, 0)","(6, 7)"
11,5,"(9, 5, 0, 13)","(11, 4, 7, 15)"
11,6,"(12, 0, 2, 13, 4, 11, 1, 14, 8, 3)","(10, 20, 9, 10, 13, 2, 14, 1, 5, 17)"
11,7,"(3, 13, 6, 14, 8)","(11, 6, 7, 18, 15)"
11,8,"(3, 14)","(10, 5)"
