kind,task,machine_selectable,process_time,power
6,2,"(2, 7, 6, 1, 8, 9, 5, 0, 4, 3)","(1, 5, 5, 17, 5, 13, 3, 2, 10, 12)","(147, 196, 11, 67, 23, 166, 106, 16, 164, 163)"
6,3,"(7, 8, 5, 9, 3)","(2, 16, 10, 17, 2)","(164, 113, 85, 46, 30)"
6,4,"(3, 0, 5)","(8, 9, 4)","(112, 155, 145)"
6,5,"(7, 4, 0, 9)","(14, 15, 20, 17)","(74, 154, 81, 155)"
6,6,"(8, 7, 0, 4, 3, 2)","(15, 11, 16, 1, 10, 9)","(199, 75, 123, 10, 58, 85)"
6,7,"(5, 6)","(15, 12)","(123, 119)"
7,0,"(9, 2, 7, 1, 3, 8)","(17, 18, 8, 7, 9, 12)","(150, 187, 123, 111, 164, 101)"
7,1,"(0,)","(1,)","(58,)"
7,2,"(8, 3, 7, 9, 2, 1, 0)","(15, 18, 19, 1, 13, 1, 12)","(181, 56, 136, 131, 19, 49, 197)"
7,3,"(3, 1, 7)","(12, 18, 17)","(28, 11, 156)"
7,4,"(6, 8, 9, 0, 2)","(12, 13, 15, 14, 12)","(88, 23, 174, 154, 108)"
7,5,"(4, 3, 1, 2, 9, 5)","(19, 13, 15, 19, 16, 20)","(158, 131, 185, 198, 129, 68)"
7,6,"(3, 0, 5, 1, 6)","(6, 1, 12, 5, 10)","(121, 81, 30, 108, 89)"
7,7,"(7, 6, 4, 8, 2)","(18, 3, 16, 4, 3)","(110, 162, 136, 81, 105)"
7,8,"(5, 4, 6, 2, 1, 9, 3, 7, 8)","(16, 13, 9, 13, 11, 1, 10, 10, 4)","(108, 48, 26, 165, 44, 73, 110, 26, 181)"
8,0,"(6, 5, 1, 9)","(9, 2, 8, 13)","(145, 118, 24, 45)"
8,1,"(1, 3)","(13, 9)","(21, 136)"
8,2,"(2,)","(12,)","(178,)"
8,3,"(9, 5, 6, 1, 3, 0)","(5, 8, 15, 3, 7, 14)","(37, 183, 179, 11, 124, 148)"
8,4,"(0, 7, 3, 9, 2, 5, 8)","(3, 17, 10, 14, 4, 9, 16)","(141, 121, 173, 173, 136, 176, 188)"
9,0,"(8, 7, 6, 2, 9, 4, 3, 5)","(11, 16, 1, 16, 10, 2, 18, 8)","(144, 40, 39, 33, 51, 48, 13, 162)"
9,1,"(2,)","(6,)","(111,)"
9,2,"(4, 2)","(17, 12)","(198, 61)"
9,3,"(7, 5)","(8, 15)","(165, 26)"
9,4,"(2, 9, 1, 4, 5, 8, 7, 0)","(11, 17, 8, 10, 14, 18, 13, 14)","(131, 18, 85, 183, 95, 153, 66, 90)"
9,5,"(6, 4, 0)","(9, 12, 12)","(200, 26, 160)"
9,6,"(2, 0, 7, 4, 3)","(4, 9, 16, 4, 3)","(153, 180, 128, 183, 55)"
9,7,"(3, 2, 8, 4)","(8, 6, 20, 14)","(174, 64, 108, 28)"
10,0,"(2, 6, 3, 4, 0, 8, 9, 7, 5)","(5, 15, 18, 12, 13, 14, 10, 16, 12)","(156, 178, 13, 70, 98, 169, 25, 192, 156)"
10,1,"(7, 2, 6, 9, 4, 1, 8, 3, 0, 5)","(15, 1, 3, 12, 3, 17, 19, 8, 12, 1)","(80, 89, 117, 76, 104, 59, 162, 118, 11, 45)"
10,2,"(1, 7, 4)","(18, 8, 9)","(89, 146, 59)"
10,3,"(7, 4, 2, 6)","(7, 16, 6, 11)","(62, 99, 118, 160)"
10,4,"(2, 5, 3, 9, 1, 6, 7)","(6, 8, 10, 16, 2, 5, 5)","(187, 61, 45, 147, 175, 59, 186)"
10,5,"(0, 5, 1)","(8, 20, 11)","(97, 71, 145)"
10,6,"(2, 3, 0, 7, 9, 5, 6, 1, 8)","(14, 11, 10, 20, 13, 14, 20, 12, 16)","(103, 25, 62, 135, 79, 86, 194, 67, 90)"
10,7,"(9, 1, 8, 0, 5, 6, 3, 4, 2)","(13, 17, 15, 6, 3, 2, 9, 7, 5)","(127, 192, 44, 69, 134, 115, 30, 174, 72)"
10,8,"(2, 5)","(3, 20)","(121, 88)"
10,9,"(7, 5, 2, 8, 1, 3, 4)","(1, 10, 13, 2, 16, 13, 16)","(12, 174, 48, 175, 58, 35, 103)"
11,0,"(1, 9, 6, 3, 0, 8, 2, 5, 7, 4)","(11, 19, 4, 14, 4, 14, 2, 5, 7, 1)","(45, 21, 94, 27, 23, 74, 33, 137, 178, 183)"
11,1,"(2, 8, 7, 0, 9, 4, 3)","(20, 19, 18, 15, 15, 18, 20)","(177, 76, 50, 116, 65, 120, 35)"
11,2,"(6, 9, 3, 0, 4, 2, 1, 7, 5, 8)","(17, 7, 15, 14, 20, 6, 3, 1, 5, 18)","(100, 62, 133, 115, 102, 116, 158, 60, 127, 140)"
11,3,"(0, 7, 4, 1, 8)","(10, 15, 4, 10, 5)","(199, 139, 157, 13, 200)"
11,4,"(5, 9, 6, 8, 0, 3)","(17, 12, 6, 11, 8, 10)","(19, 74, 67, 19, 143, 65)"
11,5,"(8, 6, 1, 9, 0, 5, 2, 7, 3, 4)","(10, 4, 12, 10, 14, 11, 19, 12, 10, 13)","(83, 167, 184, 36, 31, 149, 153, 183, 61, 18)"
11,6,"(8, 3, 7, 4, 1, 5, 0, 9)","(16, 10, 18, 3, 20, 15, 13, 16)","(106, 118, 187, 45, 159, 44, 94, 168)"
11,7,"(2, 4, 3, 8, 7, 5, 0, 1, 6, 9)","(7, 13, 18, 20, 16, 1, 6, 18, 2, 18)","(49, 22, 22, 108, 47, 140, 129, 50, 95, 79)"
11,8,"(7,)","(11,)","(15,)"
12,0,"(4, 2, 9)","(13, 10, 6)","(68, 198, 187)"
12,1,"(0, 7, 2, 9, 4, 8, 5, 1, 3, 6)","(17, 17, 17, 2, 7, 13, 17, 9, 4, 2)","(113, 130, 83, 171, 106, 10, 53, 33, 173, 85)"
12,2,"(4, 0, 3, 7, 5, 1, 6, 9, 2)","(8, 12, 20, 2, 3, 9, 11, 6, 12)","(140, 62, 21, 111, 199, 138, 187, 58, 109)"
12,3,"(5, 0, 9)","(20, 11, 19)","(140, 96, 141)"
12,4,"(4, 8, 0, 2, 1, 9)","(4, 9, 8, 18, 2, 17)","(44, 150, 198, 56, 198, 115)"
12,5,"(6, 0, 7, 1, 9, 8, 5)","(19, 9, 19, 14, 13, 10, 12)","(43, 117, 67, 20, 65, 145, 191)"
12,6,"(7, 5, 9, 2, 8, 6, 1, 4)","(12, 5, 19, 6, 4, 1, 8, 9)","(26, 199, 66, 21, 187, 79, 196, 103)"
12,7,"(4,)","(6,)","(97,)"
12,8,"(9,)","(3,)","(173,)"
13,0,"(5, 3)","(14, 4)","(152, 50)"
13,1,"(4, 7, 5, 0, 2, 1, 9, 6, 8, 3)","(4, 10, 3, 1, 9, 4, 9, 15, 6, 4)","(10, 59, 66, 123, 31, 192, 151, 48, 41, 117)"
13,2,"(1, 3, 9, 6, 4)","(5, 18, 19, 16, 17)","(171, 48, 19, 39, 192)"
13,3,"(9, 6, 7, 3, 5, 2)","(1, 20, 15, 20, 6, 19)","(168, 48, 55, 52, 68, 94)"
13,4,"(2,)","(16,)","(31,)"
