kind,task,machine_selectable,process_time,power
5,5,"(1, 9, 11, 4, 10, 0, 13, 8, 6, 14, 5, 2)","(11, 2, 4, 12, 15, 6, 7, 20, 13, 19, 17, 2)","(117, 141, 162, 163, 147, 44, 17, 44, 98, 133, 121, 198)"
5,6,"(8, 13, 2, 0, 1, 7, 14, 10, 9, 5, 3, 11)","(6, 14, 1, 7, 11, 19, 15, 5, 8, 2, 3, 3)","(68, 103, 56, 56, 50, 52, 110, 164, 158, 22, 128, 34)"
5,7,"(14, 0, 3, 1, 4, 9, 11, 2, 7)","(8, 7, 18, 19, 16, 17, 5, 1, 12)","(24, 165, 42, 69, 88, 117, 112, 102, 31)"
6,0,"(6, 14, 1, 5, 10, 3, 13, 11, 8, 0, 7, 2, 9, 12)","(2, 5, 11, 16, 18, 18, 1, 2, 2, 13, 6, 3, 9, 14)","(27, 164, 145, 191, 121, 162, 88, 105, 19, 40, 80, 155, 156, 171)"
6,1,"(10, 5, 14, 1, 4, 12, 6, 2, 3, 8)","(20, 8, 10, 12, 6, 13, 9, 4, 2, 1)","(150, 52, 186, 111, 95, 28, 93, 16, 171, 79)"
6,2,"(10, 14, 12, 13, 8, 6)","(3, 17, 6, 1, 19, 20)","(155, 42, 42, 197, 53, 146)"
6,3,"(13, 10, 1, 7, 4, 9)","(11, 13, 9, 1, 16, 20)","(84, 38, 37, 121, 134, 19)"
6,4,"(11, 4, 12, 2, 3, 10, 0, 14, 7, 9, 8, 5)","(15, 11, 16, 12, 16, 5, 19, 8, 19, 1, 7, 17)","(38, 26, 78, 41, 193, 70, 124, 113, 47, 140, 135, 160)"
7,0,"(9,)","(3,)","(44,)"
7,1,"(6, 14, 8, 0, 3, 1, 7, 4, 11)","(6, 7, 10, 1, 15, 7, 6, 5, 2)","(86, 180, 198, 172, 137, 37, 177, 122, 73)"
7,2,"(0, 12)","(9, 5)","(18, 198)"
7,3,"(7, 13, 12, 3, 8, 0, 10, 5, 14, 9, 4, 1)","(12, 12, 5, 12, 15, 7, 18, 8, 2, 2, 1, 6)","(51, 33, 193, 33, 132, 189, 147, 168, 156, 23, 108, 40)"
7,4,"(5, 8, 10, 4)","(16, 2, 18, 11)","(75, 192, 146, 50)"
7,5,"(0, 1, 10, 5, 12, 8, 3, 14)","(4, 7, 10, 16, 13, 10, 3, 8)","(120, 158, 126, 93, 200, 29, 129, 116)"
7,6,"(8, 4, 10)","(13, 4, 5)","(179, 79, 134)"
7,7,"(5, 6, 13, 14, 9)","(1, 6, 2, 18, 9)","(134, 85, 184, 105, 75)"
7,8,"(4, 6, 9, 3, 12, 1, 8, 0)","(10, 19, 11, 15, 20, 10, 9, 18)","(121, 25, 198, 171, 125, 35, 55, 174)"
8,0,"(10, 5, 6, 3, 12, 13, 7, 9, 14, 2)","(3, 4, 4, 18, 16, 13, 4, 9, 7, 14)","(114, 91, 40, 175, 18, 131, 93, 153, 163, 12)"
8,1,"(7, 11, 6, 0, 4, 9, 1, 3, 5)","(6, 3, 13, 3, 12, 2, 3, 19, 15)","(129, 45, 191, 31, 180, 40, 31, 39, 179)"
8,2,"(9, 14, 4, 0, 3, 1, 12)","(12, 11, 2, 3, 17, 8, 10)","(171, 67, 70, 132, 114, 44, 139)"
8,3,"(12, 6, 9, 8, 14, 7, 1, 3, 11, 4, 2, 13)","(17, 12, 2, 19, 15, 16, 19, 15, 4, 3, 20, 7)","(95, 179, 115, 88, 18, 77, 180, 13, 101, 41, 159, 165)"
8,4,"(3, 11, 13, 10, 8, 6, 0, 2, 12)","(17, 12, 3, 2, 2, 15, 11, 16, 12)","(108, 140, 60, 129, 176, 172, 28, 155, 135)"
8,5,"(6, 5, 7, 4, 11, 12, 3, 10, 8, 9, 2)","(7, 16, 4, 9, 14, 11, 14, 20, 8, 8, 3)","(109, 127, 37, 181, 23, 137, 99, 41, 50, 172, 163)"
8,6,"(8, 14, 7, 6, 0, 10, 3, 13, 4, 9, 5, 1, 11, 12)","(12, 13, 8, 9, 20, 14, 19, 3, 7, 1, 18, 7, 4, 9)","(139, 75, 141, 134, 62, 140, 140, 31, 146, 85, 42, 145, 93, 89)"
8,7,"(5, 7, 1, 3, 8, 12, 4, 9, 14, 6, 2, 10)","(10, 8, 12, 11, 11, 18, 9, 18, 1, 4, 10, 11)","(26, 39, 110, 165, 151, 42, 138, 71, 192, 47, 104, 122)"
8,8,"(2, 12, 11)","(14, 6, 15)","(53, 175, 79)"
8,9,"(3, 5, 0)","(3, 8, 16)","(12, 144, 98)"
