kind,task,machine_selectable,process_time
6,0,"(9, 7, 6, 8, 4)","(13, 5, 15, 19, 2)"
6,1,"(4, 8)","(20, 4)"
6,2,"(2, 1, 7, 6, 3, 8, 4, 0, 9)","(1, 17, 13, 3, 18, 19, 9, 18, 8)"
6,3,"(3, 7, 2, 6, 0, 1, 8, 5)","(1, 11, 16, 1, 1, 16, 7, 20)"
6,4,"(4, 0)","(10, 17)"
7,0,"(6, 8, 3, 7, 9, 5, 0, 4)","(13, 7, 18, 3, 11, 2, 8, 16)"
7,1,"(9,)","(14,)"
7,2,"(4, 0, 3, 1, 5)","(14, 6, 5, 6, 5)"
7,3,"(2, 5, 9)","(3, 4, 13)"
7,4,"(3,)","(4,)"
7,5,"(6, 0, 7, 8)","(10, 11, 19, 13)"
7,6,"(9, 4, 2, 5, 3)","(9, 2, 16, 20, 6)"
7,7,"(0, 7)","(11, 6)"
7,8,"(7, 4, 6, 3, 2, 0)","(8, 11, 2, 7, 17, 15)"
8,0,"(1, 7, 8, 9, 3, 4, 6)","(1, 19, 11, 2, 20, 9, 1)"
8,1,"(5, 0, 7, 3, 8, 2, 9, 1, 6, 4)","(10, 20, 3, 5, 3, 1, 5, 15, 15, 4)"
8,2,"(1, 8, 6)","(20, 7, 1)"
8,3,"(3, 7, 4, 1, 8)","(9, 12, 9, 10, 20)"
8,4,"(5, 9, 2, 7, 3, 4, 6, 1, 8, 0)","(12, 17, 16, 20, 9, 18, 16, 4, 20, 10)"
8,5,"(0, 7, 9)","(4, 11, 8)"
8,6,"(5, 4, 9, 3, 0, 6, 1, 7, 2)","(15, 10, 18, 10, 10, 5, 19, 2, 9)"
8,7,"(8, 3, 9, 5, 7, 2, 6)","(11, 4, 14, 6, 6, 18, 5)"
8,8,"(5, 8, 7, 0, 4, 9, 2, 6)","(6, 8, 13, 4, 2, 16, 20, 5)"
9,0,"(2, 1, 8, 4, 0, 3)","(18, 3, 14, 13, 16, 2)"
9,1,"(5, 3, 1, 0, 8, 4)","(10, 4, 3, 6, 9, 10)"
9,2,"(5, 6, 2, 4, 8, 3, 0, 1)","(5, 19, 1, 15, 18, 13, 2, 3)"
9,3,"(1, 8)","(9, 13)"
9,4,"(2, 6)","(1, 10)"
9,5,"(6, 7, 1, 9, 3)","(15, 4, 9, 2, 7)"
9,6,"(5, 7)","(7, 3)"
9,7,"(2,)","(13,)"
9,8,"(8, 5, 2, 1)","(14, 1, 15, 12)"
10,0,"(7, 4, 3, 9, 5, 0, 8, 1)","(13, 13, 5, 11, 17, 19, 17, 2)"
10,1,"(8, 4, 9, 5, 6, 1)","(18, 5, 10, 14, 17, 14)"
10,2,"(4, 3, 9, 5, 8, 0, 1, 2)","(17, 17, 5, 16, 7, 11, 10, 13)"
10,3,"(0, 3, 4, 8)","(11, 3, 3, 13)"
10,4,"(9, 2)","(18, 15)"
11,0,"(8,)","(15,)"
11,1,"(8, 6, 5)","(9, 16, 16)"
11,2,"(4, 0, 6)","(15, 6, 11)"
11,3,"(9, 4, 6, 3, 0, 5, 8)","(20, 5, 4, 16, 15, 3, 20)"
11,4,"(7, 0, 3, 9, 1, 4, 8, 5, 6, 2)","(13, 5, 6, 6, 1, 8, 13, 11, 14, 5)"
12,0,"(4, 5, 7)","(11, 19, 2)"
12,1,"(1,)","(19,)"
12,2,"(8, 9, 4, 5, 2, 0)","(13, 7, 4, 14, 4, 5)"
12,3,"(5, 7, 2, 1, 9, 4)","(4, 15, 3, 13, 6, 11)"
12,4,"(9, 7, 6, 1)","(16, 20, 11, 7)"
