kind,task,machine_selectable,process_time
6,4,"(1, 6, 5, 4, 2, 8, 7, 3, 9)","(16, 8, 12, 19, 4, 9, 20, 15, 19)"
6,5,"(8, 5, 7, 0)","(16, 4, 6, 14)"
6,6,"(7, 9, 6, 3, 4, 8, 2, 5, 1)","(15, 1, 9, 9, 14, 2, 10, 6, 13)"
6,7,"(0, 8, 1)","(11, 3, 6)"
6,8,"(3, 5, 4, 2, 0, 7)","(6, 7, 13, 11, 2, 4)"
7,0,"(5, 0, 2, 4, 3, 1, 6, 8, 9)","(19, 2, 6, 10, 13, 16, 11, 18, 19)"
7,1,"(2, 8, 0, 3, 9, 4, 1, 6, 7, 5)","(2, 20, 13, 7, 20, 19, 4, 12, 12, 16)"
7,2,"(5, 9, 3, 7, 6, 4, 2)","(7, 2, 7, 6, 13, 4, 16)"
7,3,"(2, 7, 9, 8, 3, 4, 0, 1, 5)","(19, 3, 4, 20, 4, 19, 14, 18, 9)"
7,4,"(6, 8, 3, 9, 2, 7, 0, 4)","(7, 20, 15, 4, 13, 17, 11, 18)"
8,0,"(9, 5)","(19, 9)"
8,1,"(9, 0, 3, 7, 4)","(5, 7, 11, 16, 2)"
8,2,"(1, 3, 6, 8, 2, 0, 9, 7, 5, 4)","(10, 11, 1, 6, 7, 6, 18, 9, 17, 16)"
8,3,"(6, 5)","(5, 12)"
8,4,"(1, 7, 6, 8, 4, 0, 2, 3, 9)","(8, 8, 15, 20, 10, 17, 10, 7, 13)"
8,5,"(0, 1, 7)","(15, 16, 14)"
8,6,"(8, 0, 7, 5, 3, 9, 6, 1, 4)","(13, 13, 13, 4, 20, 20, 19, 3, 4)"
9,0,"(7, 4, 1, 9, 3, 6, 5, 2, 8, 0)","(2, 10, 1, 17, 12, 1, 18, 19, 20, 13)"
9,1,"(3, 5, 8, 6, 2, 4, 0, 1)","(14, 9, 17, 19, 3, 15, 1, 19)"
9,2,"(8, 6, 1)","(10, 9, 20)"
9,3,"(2, 4, 7, 0)","(16, 14, 15, 12)"
9,4,"(7, 0, 9, 6, 1, 5, 2, 4)","(2, 8, 5, 19, 20, 8, 12, 5)"
9,5,"(3, 0)","(15, 7)"
9,6,"(4, 8, 6, 7, 9, 3, 0, 1, 5)","(6, 11, 19, 8, 7, 2, 7, 16, 17)"
10,0,"(6, 7, 5, 2, 9, 8, 1, 4, 3, 0)","(16, 3, 6, 18, 11, 1, 3, 8, 1, 2)"
10,1,"(0,)","(3,)"
10,2,"(8, 3, 7, 2, 4, 1, 5, 9)","(9, 10, 8, 5, 10, 13, 19, 2)"
10,3,"(6,)","(5,)"
10,4,"(2, 1)","(5, 8)"
10,5,"(2, 3, 4, 1, 6, 7, 0, 9)","(13, 2, 15, 4, 13, 7, 11, 9)"
10,6,"(3, 8, 4, 2, 1)","(19, 20, 5, 3, 5)"
10,7,"(0, 1, 3, 6, 9, 5, 7, 8)","(7, 16, 10, 7, 13, 15, 12, 5)"
