kind,task,machine_selectable,process_time,power
4,1,"(7, 16, 13, 3, 5, 19, 2, 11, 0, 10, 9, 15, 1, 17, 8, 4, 12, 18)","(8, 2, 12, 4, 3, 15, 6, 12, 19, 16, 20, 15, 14, 20, 20, 16, 17, 17)","(106, 14, 139, 175, 27, 28, 186, 156, 86, 150, 31, 137, 17, 25, 165, 106, 63, 115)"
4,2,"(12, 14, 11, 10, 1, 8, 9, 5, 7, 17, 0)","(20, 18, 11, 1, 17, 19, 14, 18, 5, 3, 17)","(41, 167, 62, 165, 174, 158, 12, 130, 156, 85, 195)"
4,3,"(14, 12, 8, 5, 13, 15, 1, 7, 10, 2, 6, 19, 4, 3, 0, 17, 16)","(15, 9, 9, 4, 20, 2, 15, 20, 12, 1, 12, 18, 3, 10, 6, 20, 17)","(143, 37, 63, 78, 163, 88, 186, 54, 115, 135, 170, 73, 63, 199, 142, 143, 172)"
4,4,"(0, 15, 2)","(3, 15, 18)","(64, 104, 109)"
4,5,"(3, 8, 16, 7, 11, 15, 4, 1, 19, 6, 2, 9, 18)","(3, 16, 2, 11, 8, 15, 8, 9, 17, 9, 16, 20, 14)","(14, 28, 118, 72, 96, 145, 54, 193, 94, 184, 175, 74, 44)"
5,0,"(1, 4, 10, 11, 9, 8, 12, 0, 17, 2, 7, 19, 6, 16, 15, 5, 18, 14, 3)","(15, 2, 17, 8, 15, 19, 12, 5, 16, 5, 13, 11, 13, 15, 18, 8, 11, 16, 14)","(40, 68, 155, 61, 94, 157, 173, 100, 32, 126, 137, 19, 104, 149, 97, 182, 131, 181, 10)"
5,1,"(3, 15, 12, 11, 5, 16, 18)","(18, 1, 12, 12, 2, 12, 1)","(107, 125, 18, 181, 116, 110, 22)"
5,2,"(10, 16)","(19, 17)","(176, 42)"
5,3,"(5, 16, 1, 17, 13, 9, 7, 6, 11, 2, 14, 10, 19, 8)","(11, 13, 1, 11, 5, 15, 1, 8, 1, 1, 15, 17, 17, 13)","(64, 87, 155, 98, 179, 24, 80, 126, 198, 25, 46, 114, 196, 25)"
5,4,"(16, 7, 1, 4, 17, 3, 19, 2, 11, 13, 8, 5, 18, 12, 9)","(7, 10, 19, 8, 5, 5, 18, 2, 15, 1, 7, 2, 12, 18, 17)","(90, 29, 67, 70, 115, 12, 121, 196, 40, 115, 81, 29, 42, 18, 112)"
6,0,"(7, 6, 1, 12, 9, 15, 18, 19, 16, 3, 10, 13)","(6, 2, 12, 2, 16, 16, 3, 15, 14, 13, 6, 2)","(95, 49, 143, 138, 165, 143, 181, 45, 187, 49, 94, 69)"
6,1,"(2,)","(18,)","(61,)"
6,2,"(13, 5, 4, 18, 3, 15, 0, 9, 2, 10)","(12, 18, 17, 14, 20, 6, 20, 11, 11, 4)","(162, 85, 91, 138, 15, 136, 141, 138, 76, 92)"
6,3,"(3, 19, 0, 18, 14, 5)","(3, 3, 19, 13, 19, 18)","(59, 60, 69, 198, 38, 62)"
6,4,"(7, 3, 19, 2, 17)","(7, 16, 5, 1, 13)","(171, 56, 121, 179, 69)"
