kind,task,machine_selectable,process_time
2,6,"(0, 14, 11, 17, 9, 3, 4, 5, 1, 2)","(9, 2, 19, 9, 6, 12, 4, 10, 1, 3)"
3,0,"(19, 2, 14)","(18, 6, 9)"
3,1,"(19,)","(7,)"
3,2,"(16, 6, 9, 14, 11, 10, 8, 18, 5, 3, 1, 17, 0, 15, 2, 13, 12)","(4, 15, 14, 19, 6, 4, 3, 2, 13, 4, 16, 17, 8, 8, 3, 7, 12)"
3,3,"(1, 0, 16, 14, 13, 19, 5, 12, 11, 6, 4, 15, 3)","(9, 5, 5, 2, 20, 14, 18, 12, 20, 3, 16, 2, 11)"
3,4,"(8, 7, 9, 15, 5, 19, 2)","(7, 1, 10, 3, 8, 6, 6)"
3,5,"(1, 3, 11, 15, 10, 12, 14, 18, 16, 7)","(8, 13, 6, 7, 6, 1, 6, 3, 10, 4)"
3,6,"(18, 7, 16, 13, 11, 3, 0, 19, 4, 12, 14, 17, 5)","(13, 19, 20, 20, 16, 10, 4, 14, 5, 2, 18, 11, 1)"
4,0,"(3, 8, 7, 0, 19, 9, 17, 5, 2, 10, 12, 13, 11, 16)","(15, 20, 4, 20, 20, 7, 1, 15, 20, 10, 6, 16, 19, 4)"
4,1,"(4, 2, 18, 7, 13, 3, 1, 8, 5, 11, 16, 14, 17)","(2, 16, 17, 9, 11, 16, 5, 11, 16, 16, 10, 9, 3)"
4,2,"(1, 15, 12, 13, 3, 0, 9, 7, 19, 4, 14)","(16, 19, 18, 10, 11, 18, 16, 4, 10, 4, 1)"
4,3,"(16, 11, 12, 19, 15, 0, 5, 17)","(7, 18, 18, 16, 10, 16, 11, 8)"
4,4,"(4, 7, 16, 3, 0, 5, 9)","(20, 11, 14, 4, 18, 9, 10)"
4,5,"(3, 1, 18)","(12, 19, 19)"
5,0,"(18, 8, 16, 2, 9, 14, 19, 6, 13, 7)","(2, 4, 5, 9, 15, 20, 9, 3, 12, 14)"
5,1,"(17, 0, 2, 14)","(14, 15, 7, 4)"
5,2,"(8, 6, 11, 0, 1, 16, 15, 14, 10, 9, 17, 13, 12, 18, 19, 3, 4, 7, 5, 2)","(9, 15, 13, 17, 6, 3, 4, 1, 5, 17, 1, 14, 9, 6, 4, 6, 7, 13, 6, 7)"
5,3,"(10, 17, 9, 1, 6, 19, 3, 12, 16, 15, 7, 0, 2, 4, 11, 8, 14, 13, 18, 5)","(2, 1, 14, 8, 10, 3, 5, 18, 8, 15, 18, 4, 19, 19, 9, 13, 4, 11, 19, 14)"
5,4,"(17, 11, 8, 10, 6, 12, 1, 0)","(17, 17, 10, 12, 4, 7, 17, 4)"
5,5,"(14, 0, 17, 18, 5, 1, 16)","(1, 7, 11, 12, 9, 20, 19)"
5,6,"(17, 13, 18, 15, 0, 19, 4, 7, 5)","(3, 8, 7, 19, 18, 13, 6, 12, 6)"
5,7,"(12, 17)","(15, 3)"
5,8,"(15, 13, 6, 7)","(7, 3, 2, 4)"
5,9,"(11,)","(17,)"
