kind,task,machine_selectable,process_time,power
2,1,"(12, 4, 7, 11, 14, 2, 8, 1, 9, 10)","(2, 16, 9, 16, 5, 6, 4, 8, 8, 17)","(167, 62, 81, 136, 98, 13, 200, 163, 178, 109)"
2,2,"(14, 5, 6, 1, 9, 4, 0, 11, 10, 7, 8, 3, 2)","(2, 17, 19, 5, 3, 14, 14, 1, 2, 12, 18, 17, 7)","(96, 158, 191, 53, 148, 90, 35, 87, 65, 90, 13, 91, 113)"
2,3,"(2, 1, 11, 8, 9, 6, 0, 10, 4, 7, 12, 3, 5)","(4, 12, 8, 16, 8, 3, 2, 12, 2, 19, 20, 2, 18)","(160, 130, 125, 149, 94, 103, 194, 108, 115, 84, 103, 37, 118)"
2,4,"(8, 14, 6, 3, 12, 0, 7, 10, 5, 9, 2, 11, 4, 1, 13)","(8, 19, 4, 1, 8, 15, 3, 8, 8, 9, 20, 10, 3, 15, 19)","(197, 159, 158, 99, 42, 146, 152, 192, 69, 138, 122, 85, 33, 49, 175)"
2,5,"(3, 7, 5, 9, 4, 0, 2, 13, 11, 12, 6, 8, 14, 10)","(19, 10, 15, 10, 9, 10, 10, 6, 6, 13, 4, 5, 18, 1)","(26, 15, 147, 135, 77, 146, 197, 36, 150, 96, 121, 77, 137, 54)"
2,6,"(2, 4, 1)","(16, 2, 5)","(85, 160, 181)"
3,0,"(7, 6, 8, 1, 12, 11, 0, 5, 4, 13, 14, 9, 10, 2)","(16, 20, 4, 9, 7, 16, 6, 7, 14, 15, 20, 1, 2, 7)","(132, 142, 146, 194, 27, 88, 77, 37, 115, 164, 78, 95, 150, 77)"
3,1,"(3, 1, 14, 12, 5)","(6, 18, 9, 18, 5)","(122, 138, 104, 21, 147)"
3,2,"(7, 4, 3, 9, 5, 6, 1, 8, 11)","(19, 6, 9, 9, 7, 20, 20, 9, 4)","(119, 99, 66, 112, 153, 183, 71, 69, 39)"
3,3,"(1, 12, 7, 4, 0, 11, 2, 10, 6, 9)","(14, 2, 5, 20, 8, 12, 11, 14, 11, 10)","(57, 126, 140, 39, 161, 47, 100, 31, 192, 104)"
3,4,"(5, 3, 6, 8, 4, 0, 7, 11)","(7, 6, 9, 5, 1, 8, 9, 14)","(90, 114, 20, 30, 64, 19, 84, 153)"
3,5,"(14, 12, 5, 7, 2)","(12, 14, 7, 4, 12)","(101, 98, 171, 143, 80)"
3,6,"(7, 14, 3, 13)","(6, 15, 20, 11)","(191, 61, 43, 139)"
3,7,"(1, 13, 4, 2, 14)","(8, 16, 11, 2, 9)","(174, 79, 190, 74, 148)"
3,8,"(11, 0)","(3, 13)","(19, 131)"
4,0,"(9, 11, 10, 2, 8, 12, 14, 5, 7, 1, 0, 3)","(7, 14, 3, 1, 11, 9, 4, 14, 8, 12, 15, 1)","(86, 51, 125, 160, 162, 97, 155, 79, 37, 159, 48, 134)"
4,1,"(6, 4, 8, 3, 9, 7, 0, 1, 14)","(14, 14, 13, 19, 10, 8, 13, 12, 1)","(126, 196, 45, 41, 13, 61, 122, 140, 156)"
4,2,"(6, 14, 10, 13, 5, 7, 8, 9, 2, 12)","(1, 1, 10, 9, 15, 19, 20, 14, 11, 1)","(157, 11, 130, 14, 140, 175, 65, 68, 37, 92)"
4,3,"(13, 6, 0, 11, 12, 9, 8, 4)","(18, 5, 2, 19, 15, 11, 2, 12)","(132, 135, 152, 32, 145, 51, 156, 86)"
4,4,"(0, 12, 14)","(9, 9, 11)","(92, 163, 69)"
4,5,"(0, 2, 1, 8)","(11, 8, 10, 18)","(135, 186, 154, 105)"
4,6,"(7, 8, 3, 5, 14, 12, 1)","(19, 16, 1, 18, 12, 15, 5)","(105, 167, 175, 10, 49, 124, 108)"
5,0,"(10, 13, 9, 0, 12, 8)","(1, 12, 16, 5, 19, 10)","(171, 125, 190, 52, 97, 86)"
5,1,"(0, 8, 2, 6, 14, 13, 1, 9, 12, 5, 10)","(14, 6, 14, 4, 4, 16, 18, 20, 19, 5, 19)","(117, 98, 94, 113, 19, 138, 73, 79, 93, 67, 166)"
5,2,"(5, 0, 1, 12, 9, 3, 2)","(7, 16, 4, 9, 17, 14, 15)","(36, 181, 30, 187, 162, 195, 152)"
5,3,"(14, 9, 0, 7, 13, 2, 5, 3, 6, 1, 10, 11)","(18, 20, 4, 9, 12, 17, 14, 5, 7, 16, 1, 18)","(23, 103, 117, 61, 159, 182, 95, 56, 38, 118, 18, 197)"
5,4,"(3, 6, 0, 8, 1, 5, 12, 10, 14, 11, 13, 9, 7, 4)","(17, 9, 3, 12, 16, 20, 14, 6, 2, 19, 5, 6, 12, 20)","(134, 158, 55, 80, 135, 143, 122, 70, 118, 173, 115, 165, 29, 83)"
5,5,"(2, 13, 10, 9, 7, 4)","(12, 17, 2, 8, 2, 19)","(147, 119, 101, 38, 76, 79)"
5,6,"(9, 10, 1, 11, 8, 0, 14, 13, 6, 3, 5, 7, 12, 2)","(2, 9, 19, 2, 12, 14, 19, 14, 16, 6, 7, 17, 12, 18)","(10, 59, 189, 74, 91, 199, 196, 44, 126, 188, 178, 192, 82, 153)"
6,0,"(0, 10, 3)","(17, 1, 20)","(143, 158, 198)"
6,1,"(7, 2, 0, 12, 6, 9)","(2, 4, 8, 11, 12, 13)","(116, 128, 52, 50, 185, 144)"
6,2,"(1,)","(10,)","(19,)"
6,3,"(9, 11, 12, 4, 14, 5, 2, 7)","(6, 10, 3, 2, 6, 1, 17, 11)","(18, 21, 180, 200, 113, 165, 76, 66)"
6,4,"(11, 10, 5, 13, 1, 0, 9, 12)","(19, 16, 6, 11, 16, 15, 7, 5)","(54, 82, 178, 75, 14, 185, 156, 190)"
7,0,"(12, 13, 0, 9, 2, 1)","(16, 10, 15, 17, 16, 6)","(190, 135, 142, 148, 73, 70)"
7,1,"(2, 10, 9, 13, 3, 5, 6, 1, 14, 4, 8)","(4, 5, 18, 9, 12, 19, 4, 7, 2, 3, 1)","(24, 122, 116, 101, 193, 165, 121, 24, 83, 182, 106)"
7,2,"(11, 6, 14, 5, 7, 13, 3, 0, 8, 12, 4, 1, 10)","(20, 19, 13, 2, 19, 6, 6, 9, 10, 1, 11, 4, 1)","(39, 77, 91, 61, 129, 28, 195, 126, 56, 88, 102, 155, 95)"
7,3,"(4, 8, 13, 5, 2, 10)","(18, 10, 2, 18, 8, 18)","(177, 168, 152, 42, 70, 185)"
7,4,"(5, 12, 2, 4, 1, 0, 14, 7)","(14, 8, 7, 10, 10, 12, 10, 4)","(190, 105, 132, 106, 12, 101, 87, 32)"
7,5,"(11, 3, 5, 13, 9, 14, 12, 8)","(13, 3, 3, 5, 19, 11, 16, 10)","(157, 166, 183, 164, 12, 197, 21, 191)"
8,0,"(8, 12, 5, 11, 7, 6, 1, 4)","(6, 9, 9, 15, 17, 11, 2, 17)","(123, 144, 105, 196, 43, 30, 32, 188)"
8,1,"(11, 2, 14, 8, 13, 10, 12, 6, 0, 3, 1, 7, 9)","(18, 13, 20, 8, 11, 16, 6, 10, 1, 18, 2, 6, 9)","(77, 37, 130, 102, 149, 142, 182, 54, 111, 11, 101, 21, 59)"
8,2,"(9,)","(2,)","(90,)"
8,3,"(0, 8, 3)","(2, 11, 6)","(138, 132, 175)"
8,4,"(0, 2, 12, 10, 14, 7, 9, 11, 1, 4)","(9, 11, 16, 15, 11, 3, 16, 20, 9, 8)","(86, 182, 188, 60, 140, 153, 86, 110, 10, 69)"
8,5,"(13, 9, 12, 6, 11, 1, 7, 5)","(13, 17, 6, 8, 18, 9, 6, 5)","(149, 120, 111, 196, 158, 155, 174, 83)"
8,6,"(3, 11, 2, 10, 9, 8, 14, 0, 4, 1, 5, 6, 12)","(7, 2, 20, 11, 10, 10, 18, 6, 20, 14, 14, 10, 11)","(54, 80, 101, 168, 97, 103, 199, 96, 108, 65, 194, 17, 132)"
8,7,"(10, 9, 0, 2, 7, 6, 8, 12, 3, 14, 1, 5)","(10, 17, 20, 9, 19, 15, 14, 7, 1, 7, 3, 1)","(147, 23, 91, 181, 114, 45, 184, 135, 37, 94, 143, 184)"
8,8,"(10, 4, 9, 11, 13)","(15, 17, 16, 3, 8)","(182, 64, 171, 87, 177)"
9,0,"(3, 9)","(5, 20)","(13, 100)"
9,1,"(14, 0, 11, 4, 7)","(6, 4, 14, 8, 16)","(50, 154, 193, 74, 30)"
9,2,"(6, 0, 5, 1, 9)","(1, 2, 14, 10, 12)","(160, 188, 55, 68, 49)"
9,3,"(10, 8, 9, 6, 2, 12, 4, 0, 7, 5)","(4, 15, 9, 14, 10, 12, 12, 1, 10, 19)","(177, 137, 24, 195, 168, 97, 185, 183, 33, 77)"
9,4,"(2, 14, 12, 10, 11, 13, 9, 7, 5, 6, 3, 4, 8, 0, 1)","(1, 6, 15, 7, 18, 17, 2, 12, 7, 2, 2, 3, 13, 1, 15)","(31, 142, 169, 49, 143, 104, 96, 78, 100, 113, 200, 74, 41, 55, 156)"
9,5,"(5, 3, 13, 6, 2, 14)","(20, 18, 5, 3, 4, 2)","(14, 78, 166, 28, 67, 38)"
10,0,"(9, 1, 12, 4, 10)","(10, 18, 6, 6, 1)","(106, 128, 77, 174, 195)"
10,1,"(6, 10, 14, 4, 13, 1)","(18, 16, 7, 11, 17, 8)","(111, 159, 46, 79, 65, 180)"
10,2,"(9, 12, 13, 7, 10, 5, 0, 1)","(2, 19, 14, 18, 1, 17, 18, 5)","(46, 165, 83, 93, 178, 179, 151, 84)"
10,3,"(13,)","(17,)","(30,)"
10,4,"(8, 3, 6, 5, 11, 7, 14, 9, 10, 12, 13)","(10, 12, 14, 19, 5, 1, 18, 1, 3, 10, 5)","(17, 146, 137, 146, 65, 70, 118, 74, 194, 79, 55)"
10,5,"(4, 11, 6, 12, 2, 7, 9, 3)","(6, 1, 13, 19, 4, 18, 8, 19)","(135, 99, 99, 139, 32, 59, 79, 48)"
10,6,"(12, 1, 0, 7, 3, 9, 11, 13, 2, 8, 6)","(13, 18, 16, 14, 9, 11, 1, 7, 7, 2, 5)","(111, 94, 176, 109, 121, 143, 56, 143, 100, 118, 147)"
11,0,"(11, 9)","(16, 2)","(65, 190)"
11,1,"(4, 11, 9, 7, 1, 0, 10, 3, 5, 2)","(1, 12, 12, 20, 15, 8, 16, 14, 2, 10)","(39, 18, 149, 180, 51, 23, 96, 118, 188, 88)"
11,2,"(6, 7, 12, 0, 4, 2, 11, 9, 14, 5, 1, 10)","(17, 11, 13, 6, 17, 5, 1, 7, 2, 1, 9, 14)","(43, 27, 128, 194, 114, 104, 34, 149, 175, 33, 10, 71)"
11,3,"(14, 12, 5, 6, 7, 2, 9, 10)","(11, 18, 14, 17, 2, 16, 11, 5)","(147, 36, 132, 131, 106, 96, 172, 77)"
11,4,"(1,)","(14,)","(116,)"
12,0,"(14, 0, 13)","(8, 11, 5)","(189, 49, 33)"
12,1,"(9, 13, 1, 2, 14, 0)","(14, 14, 15, 15, 2, 13)","(79, 47, 104, 114, 120, 164)"
12,2,"(10, 6, 8, 11, 4, 5, 3, 2, 13)","(11, 7, 9, 18, 7, 13, 4, 1, 11)","(27, 185, 134, 155, 44, 103, 103, 128, 168)"
12,3,"(11, 12, 13, 0, 4, 1, 3, 9, 6, 8, 7, 5, 10)","(12, 13, 8, 9, 2, 8, 9, 2, 4, 16, 19, 18, 5)","(32, 78, 107, 76, 128, 184, 28, 183, 157, 153, 160, 116, 174)"
12,4,"(5, 0, 10, 14, 11, 2, 6, 8, 3)","(19, 17, 11, 19, 20, 15, 10, 10, 7)","(93, 82, 198, 42, 190, 138, 69, 102, 127)"
12,5,"(2, 1, 0, 5, 6)","(18, 11, 9, 10, 17)","(13, 26, 189, 68, 90)"
12,6,"(11, 13, 6, 0, 1, 5)","(13, 1, 17, 18, 18, 18)","(27, 85, 28, 100, 130, 14)"
12,7,"(0, 3, 5, 14, 1, 4, 2, 11, 7, 9, 13)","(8, 5, 8, 8, 15, 3, 2, 5, 16, 20, 20)","(170, 156, 39, 169, 198, 194, 107, 30, 102, 183, 195)"
12,8,"(0, 11, 4, 13, 6, 7, 2, 14, 10, 12)","(10, 6, 17, 13, 14, 6, 4, 8, 15, 3)","(197, 149, 85, 157, 130, 184, 93, 165, 180, 49)"
13,0,"(5, 3)","(3, 17)","(36, 194)"
13,1,"(13, 10, 3, 1, 6, 7, 5, 4, 9, 12)","(18, 18, 7, 14, 15, 17, 20, 15, 13, 7)","(42, 52, 51, 171, 78, 67, 173, 44, 75, 150)"
13,2,"(10, 12, 6)","(17, 12, 9)","(41, 15, 90)"
13,3,"(8, 7, 0, 10, 6, 14)","(15, 1, 13, 20, 11, 15)","(145, 15, 163, 29, 23, 174)"
13,4,"(12, 10, 1, 14, 11, 7, 4, 3, 5, 8)","(15, 4, 8, 15, 18, 12, 5, 1, 9, 15)","(70, 70, 124, 153, 167, 17, 149, 172, 79, 93)"
14,0,"(1, 11, 10, 5, 3, 8, 14, 2, 4)","(14, 9, 19, 2, 20, 10, 13, 20, 3)","(101, 169, 73, 159, 22, 43, 171, 12, 80)"
14,1,"(1, 12, 2, 9, 6, 13)","(1, 19, 1, 1, 13, 18)","(12, 67, 176, 93, 75, 100)"
14,2,"(0, 13, 6, 8, 11)","(1, 4, 3, 15, 20)","(148, 61, 151, 158, 19)"
14,3,"(11, 4, 5, 6, 12)","(18, 5, 20, 14, 13)","(31, 177, 176, 155, 137)"
14,4,"(14, 4, 9, 11, 2, 7, 13, 1)","(10, 19, 19, 13, 13, 1, 15, 20)","(69, 128, 128, 162, 68, 49, 52, 56)"
14,5,"(11, 0, 5, 4, 12, 8)","(15, 13, 1, 13, 3, 12)","(37, 133, 127, 87, 23, 139)"
14,6,"(12, 0, 14, 3, 9)","(5, 12, 2, 17, 3)","(195, 150, 139, 82, 102)"
14,7,"(4, 5, 8)","(19, 11, 13)","(12, 35, 121)"
14,8,"(10, 14, 6, 5, 9)","(14, 9, 5, 10, 14)","(92, 12, 133, 174, 141)"
14,9,"(1, 8, 0, 10)","(16, 18, 4, 17)","(191, 131, 55, 53)"
